ID,YYYY,MM,DD,valor
180005,2026,5,8,0.0
200006,2026,5,8,0.0
230001,2026,5,8,0.0
270001,2026,5,8,3.2
290004,2026,5,8,0.0
330020,2026,5,8,0.0
330021,2026,5,8,0.0
330031,2026,5,8,0.2
340031,2026,5,8,0.0
360011,2026,5,8,0.2
360019,2026,5,8,2.4
380013,2026,5,8,0.6
390006,2026,5,8,0.0
400009,2026,5,8,0.0
410005,2026,5,8,0.0
450004,2026,5,8,0.0
450005,2026,5,8,0.0
520006,2026,5,8,2.6
950001,2026,5,8,0.0
950003,2026,5,8,0.0
