ID,YYYY,MM,DD,valor
180005,2026,5,6,0.0
200006,2026,5,6,0.0
230001,2026,5,6,0.0
270001,2026,5,6,0.0
290004,2026,5,6,0.0
330020,2026,5,6,3.7
330021,2026,5,6,2.6
330031,2026,5,6,0.1
340031,2026,5,6,14.8
360011,2026,5,6,3.4
360019,2026,5,6,0.4
380013,2026,5,6,8.4
390006,2026,5,6,6.2
400009,2026,5,6,0.8
410005,2026,5,6,0.2
450004,2026,5,6,0.0
450005,2026,5,6,0.1
520006,2026,5,6,5.8
950001,2026,5,6,1.0
950003,2026,5,6,0.0
