ID,YYYY,MM,DD,valor
180005,2026,5,10,0.0
200006,2026,5,10,0.0
230001,2026,5,10,0.0
270001,2026,5,10,2.0
290004,2026,5,10,0.0
330020,2026,5,10,0.0
330021,2026,5,10,0.0
330031,2026,5,10,0.0
340031,2026,5,10,0.0
360011,2026,5,10,0.0
360019,2026,5,10,0.0
380013,2026,5,10,0.0
390006,2026,5,10,0.2
400009,2026,5,10,0.0
410005,2026,5,10,0.0
450004,2026,5,10,0.6
450005,2026,5,10,0.0
520006,2026,5,10,5.0
950001,2026,5,10,0.0
950003,2026,5,10,0.0
