ID,YYYY,MM,DD,valor
180005,2026,5,7,0.0
200006,2026,5,7,0.0
230001,2026,5,7,0.0
270001,2026,5,7,12.8
290004,2026,5,7,0.0
330020,2026,5,7,0.0
330021,2026,5,7,0.0
330031,2026,5,7,0.4
340031,2026,5,7,0.0
360011,2026,5,7,0.4
360019,2026,5,7,5.6
380013,2026,5,7,6.5
390006,2026,5,7,4.0
400009,2026,5,7,1.6
410005,2026,5,7,5.2
450004,2026,5,7,0.0
450005,2026,5,7,0.0
520006,2026,5,7,0.2
950001,2026,5,7,0.0
950003,2026,5,7,0.0
