Station Name,Iso Code,Date,Hour,Minute,Air Temperature [°C],Rain [mm]
Dieprivier (Namib Desert Lodge),NA,1/9/2024,6,0,14.89,0
Dieprivier (Namib Desert Lodge),NA,1/9/2024,7,0,14.7,0
Dieprivier (Namib Desert Lodge),NA,1/9/2024,8,0,17.81,0
Dieprivier (Namib Desert Lodge),NA,1/9/2024,9,0,19.81,0
Dieprivier (Namib Desert Lodge),NA,1/9/2024,10,0,21.74,0
Dieprivier (Namib Desert Lodge),NA,1/9/2024,11,0,23.78,0
Dieprivier (Namib Desert Lodge),NA,1/9/2024,12,0,25.94,0
Dieprivier (Namib Desert Lodge),NA,1/9/2024,13,0,27.83,0
Dieprivier (Namib Desert Lodge),NA,1/9/2024,14,0,29.14,0
Dieprivier (Namib Desert Lodge),NA,1/9/2024,15,0,29.59,0
Dieprivier (Namib Desert Lodge),NA,1/9/2024,16,0,29.98,0
Dieprivier (Namib Desert Lodge),NA,1/9/2024,17,0,29.45,0
Dieprivier (Namib Desert Lodge),NA,1/9/2024,18,0,28.88,0
Dieprivier (Namib Desert Lodge),NA,1/9/2024,19,0,27.89,0
Dieprivier (Namib Desert Lodge),NA,1/9/2024,20,0,25.78,0
Dieprivier (Namib Desert Lodge),NA,1/9/2024,21,0,23.96,0
Dieprivier (Namib Desert Lodge),NA,1/9/2024,22,0,22.47,0
Dieprivier (Namib Desert Lodge),NA,1/9/2024,23,0,21.18,0
Dieprivier (Namib Desert Lodge),NA,1/9/2024,24,0,20.16,0
Dieprivier (Namib Desert Lodge),NA,1/10/2024,1,0,18.03,0
Dieprivier (Namib Desert Lodge),NA,1/10/2024,2,0,16.22,0
Dieprivier (Namib Desert Lodge),NA,1/10/2024,3,0,14.83,0
Dieprivier (Namib Desert Lodge),NA,1/10/2024,4,0,14.29,0
Dieprivier (Namib Desert Lodge),NA,1/10/2024,5,0,14.2,0
Dieprivier (Namib Desert Lodge),NA,1/10/2024,6,0,12.95,0
Dieprivier (Namib Desert Lodge),NA,1/10/2024,7,0,12.97,0
Dieprivier (Namib Desert Lodge),NA,1/10/2024,8,0,16.95,0
Dieprivier (Namib Desert Lodge),NA,1/10/2024,9,0,19.88,0
Dieprivier (Namib Desert Lodge),NA,1/10/2024,10,0,22.5,0
Dieprivier (Namib Desert Lodge),NA,1/10/2024,11,0,24.78,0
Dieprivier (Namib Desert Lodge),NA,1/10/2024,12,0,26.44,0
Dieprivier (Namib Desert Lodge),NA,1/10/2024,13,0,27.4,0
Dieprivier (Namib Desert Lodge),NA,1/10/2024,14,0,28.15,0
Dieprivier (Namib Desert Lodge),NA,1/10/2024,15,0,29.15,0
Dieprivier (Namib Desert Lodge),NA,1/10/2024,16,0,29.4,0
Dieprivier (Namib Desert Lodge),NA,1/10/2024,17,0,29.27,0
Dieprivier (Namib Desert Lodge),NA,1/10/2024,18,0,28.73,0
Dieprivier (Namib Desert Lodge),NA,1/10/2024,19,0,27.84,0
Dieprivier (Namib Desert Lodge),NA,1/10/2024,20,0,26.09,0
Dieprivier (Namib Desert Lodge),NA,1/10/2024,21,0,24.2,0
Dieprivier (Namib Desert Lodge),NA,1/10/2024,22,0,22.77,0
Dieprivier (Namib Desert Lodge),NA,1/10/2024,23,0,21.15,0
Dieprivier (Namib Desert Lodge),NA,1/10/2024,24,0,20.18,0
Dieprivier (Namib Desert Lodge),NA,1/11/2024,1,0,18.37,0
Dieprivier (Namib Desert Lodge),NA,1/11/2024,2,0,17.18,0
Dieprivier (Namib Desert Lodge),NA,1/11/2024,3,0,17.18,0
Dieprivier (Namib Desert Lodge),NA,1/11/2024,4,0,15.86,0
Dieprivier (Namib Desert Lodge),NA,1/11/2024,5,0,15.62,0
Dieprivier (Namib Desert Lodge),NA,1/11/2024,6,0,14.95,0
Dieprivier (Namib Desert Lodge),NA,1/11/2024,7,0,14.28,0
Dieprivier (Namib Desert Lodge),NA,1/11/2024,8,0,17.7,0
Dieprivier (Namib Desert Lodge),NA,1/11/2024,9,0,21.2,0
Dieprivier (Namib Desert Lodge),NA,1/11/2024,10,0,23.84,0
Dieprivier (Namib Desert Lodge),NA,1/11/2024,11,0,26.2,0
Dieprivier (Namib Desert Lodge),NA,1/11/2024,12,0,28.47,0
Dieprivier (Namib Desert Lodge),NA,1/11/2024,13,0,30.21,0
Dieprivier (Namib Desert Lodge),NA,1/11/2024,14,0,31.54,0
Dieprivier (Namib Desert Lodge),NA,1/11/2024,15,0,31.27,0
Dieprivier (Namib Desert Lodge),NA,1/11/2024,16,0,30.98,0
Dieprivier (Namib Desert Lodge),NA,1/11/2024,17,0,30.23,0
Dieprivier (Namib Desert Lodge),NA,1/11/2024,18,0,29.68,0
Dieprivier (Namib Desert Lodge),NA,1/11/2024,19,0,28.4,0
Dieprivier (Namib Desert Lodge),NA,1/11/2024,20,0,26.07,0
Dieprivier (Namib Desert Lodge),NA,1/11/2024,21,0,24.13,0
Dieprivier (Namib Desert Lodge),NA,1/11/2024,22,0,22.81,0
Dieprivier (Namib Desert Lodge),NA,1/11/2024,23,0,21.63,0
Dieprivier (Namib Desert Lodge),NA,1/11/2024,24,0,20.42,0
Dieprivier (Namib Desert Lodge),NA,1/12/2024,1,0,19.3,0
Dieprivier (Namib Desert Lodge),NA,1/12/2024,2,0,18.49,0
Dieprivier (Namib Desert Lodge),NA,1/12/2024,3,0,17.5,0
Dieprivier (Namib Desert Lodge),NA,1/12/2024,4,0,16.87,0
Dieprivier (Namib Desert Lodge),NA,1/12/2024,5,0,16.08,0
Dieprivier (Namib Desert Lodge),NA,1/12/2024,6,0,15.59,0
Dieprivier (Namib Desert Lodge),NA,1/12/2024,7,0,16.25,0
Dieprivier (Namib Desert Lodge),NA,1/12/2024,8,0,19.5,0
Dieprivier (Namib Desert Lodge),NA,1/12/2024,9,0,23.02,0
Dieprivier (Namib Desert Lodge),NA,1/12/2024,10,0,25.3,0
Dieprivier (Namib Desert Lodge),NA,1/12/2024,11,0,28.34,0
Dieprivier (Namib Desert Lodge),NA,1/12/2024,12,0,30,0
Dieprivier (Namib Desert Lodge),NA,1/12/2024,13,0,31.09,0
Dieprivier (Namib Desert Lodge),NA,1/12/2024,14,0,32.19,0
Dieprivier (Namib Desert Lodge),NA,1/12/2024,15,0,32.57,0
Dieprivier (Namib Desert Lodge),NA,1/12/2024,16,0,31.81,0
Dieprivier (Namib Desert Lodge),NA,1/12/2024,17,0,30.81,0
Dieprivier (Namib Desert Lodge),NA,1/12/2024,18,0,30,0
Dieprivier (Namib Desert Lodge),NA,1/12/2024,19,0,28.91,0
Dieprivier (Namib Desert Lodge),NA,1/12/2024,20,0,26.76,0
Dieprivier (Namib Desert Lodge),NA,1/12/2024,21,0,24.85,0
Dieprivier (Namib Desert Lodge),NA,1/12/2024,22,0,23.51,0
Dieprivier (Namib Desert Lodge),NA,1/12/2024,23,0,21.63,0
Dieprivier (Namib Desert Lodge),NA,1/12/2024,24,0,20.43,0
Dieprivier (Namib Desert Lodge),NA,1/13/2024,1,0,19.56,0
Dieprivier (Namib Desert Lodge),NA,1/13/2024,2,0,18.64,0
Dieprivier (Namib Desert Lodge),NA,1/13/2024,3,0,17.78,0
Dieprivier (Namib Desert Lodge),NA,1/13/2024,4,0,17.05,0
Dieprivier (Namib Desert Lodge),NA,1/13/2024,5,0,16.46,0
Dieprivier (Namib Desert Lodge),NA,1/13/2024,6,0,15.67,0
Dieprivier (Namib Desert Lodge),NA,1/13/2024,7,0,16.05,0
Dieprivier (Namib Desert Lodge),NA,1/13/2024,8,0,19.05,0
Dieprivier (Namib Desert Lodge),NA,1/13/2024,9,0,22.36,0
Dieprivier (Namib Desert Lodge),NA,1/13/2024,10,0,23.28,0
Dieprivier (Namib Desert Lodge),NA,1/13/2024,11,0,26.04,0
Dieprivier (Namib Desert Lodge),NA,1/13/2024,12,0,29,0
Dieprivier (Namib Desert Lodge),NA,1/13/2024,13,0,31.44,0
Dieprivier (Namib Desert Lodge),NA,1/13/2024,14,0,33.26,0
Dieprivier (Namib Desert Lodge),NA,1/13/2024,15,0,34.34,0
Dieprivier (Namib Desert Lodge),NA,1/13/2024,16,0,35.68,0
Dieprivier (Namib Desert Lodge),NA,1/13/2024,17,0,35.01,0
Dieprivier (Namib Desert Lodge),NA,1/13/2024,18,0,34,0
Dieprivier (Namib Desert Lodge),NA,1/13/2024,19,0,32.73,0
Dieprivier (Namib Desert Lodge),NA,1/13/2024,20,0,30.91,0
Dieprivier (Namib Desert Lodge),NA,1/13/2024,21,0,29.02,0
Dieprivier (Namib Desert Lodge),NA,1/13/2024,22,0,25.8,0
Dieprivier (Namib Desert Lodge),NA,1/13/2024,23,0,22.71,0
Dieprivier (Namib Desert Lodge),NA,1/13/2024,24,0,22.14,0
Dieprivier (Namib Desert Lodge),NA,1/14/2024,1,0,21.75,0
Dieprivier (Namib Desert Lodge),NA,1/14/2024,2,0,21.51,0
Dieprivier (Namib Desert Lodge),NA,1/14/2024,3,0,20.52,0
Dieprivier (Namib Desert Lodge),NA,1/14/2024,4,0,19.89,0
Dieprivier (Namib Desert Lodge),NA,1/14/2024,5,0,19.34,0
Dieprivier (Namib Desert Lodge),NA,1/14/2024,6,0,19.38,0
Dieprivier (Namib Desert Lodge),NA,1/14/2024,7,0,18.98,0
Dieprivier (Namib Desert Lodge),NA,1/14/2024,8,0,20.73,0
Dieprivier (Namib Desert Lodge),NA,1/14/2024,9,0,23.87,0
Dieprivier (Namib Desert Lodge),NA,1/14/2024,10,0,25.01,0
Dieprivier (Namib Desert Lodge),NA,1/14/2024,11,0,28.53,0
Dieprivier (Namib Desert Lodge),NA,1/14/2024,12,0,32,0
Dieprivier (Namib Desert Lodge),NA,1/14/2024,13,0,34.67,0
Dieprivier (Namib Desert Lodge),NA,1/14/2024,14,0,36.15,0
Dieprivier (Namib Desert Lodge),NA,1/14/2024,15,0,37.04,0
Dieprivier (Namib Desert Lodge),NA,1/14/2024,16,0,36.7,0
Dieprivier (Namib Desert Lodge),NA,1/14/2024,17,0,36.07,0
Dieprivier (Namib Desert Lodge),NA,1/14/2024,18,0,35.24,0
Dieprivier (Namib Desert Lodge),NA,1/14/2024,19,0,34.31,0
Dieprivier (Namib Desert Lodge),NA,1/14/2024,20,0,32.07,0
Dieprivier (Namib Desert Lodge),NA,1/14/2024,21,0,30.51,0
Dieprivier (Namib Desert Lodge),NA,1/14/2024,22,0,29.31,0
Dieprivier (Namib Desert Lodge),NA,1/14/2024,23,0,26.58,0
Dieprivier (Namib Desert Lodge),NA,1/14/2024,24,0,23.62,0
Dieprivier (Namib Desert Lodge),NA,1/15/2024,1,0,22.38,0
Dieprivier (Namib Desert Lodge),NA,1/15/2024,2,0,21.58,0
Dieprivier (Namib Desert Lodge),NA,1/15/2024,3,0,21.42,0
Dieprivier (Namib Desert Lodge),NA,1/15/2024,4,0,20.66,0
Dieprivier (Namib Desert Lodge),NA,1/15/2024,5,0,20.28,0
Dieprivier (Namib Desert Lodge),NA,1/15/2024,6,0,19.62,0
Dieprivier (Namib Desert Lodge),NA,1/15/2024,7,0,20.08,0
Dieprivier (Namib Desert Lodge),NA,1/15/2024,8,0,22.42,0
Dieprivier (Namib Desert Lodge),NA,1/15/2024,9,0,24.65,0
Dieprivier (Namib Desert Lodge),NA,1/15/2024,10,0,28.23,0
Dieprivier (Namib Desert Lodge),NA,1/15/2024,11,0,29.47,0
Dieprivier (Namib Desert Lodge),NA,1/15/2024,12,0,30.59,0
Dieprivier (Namib Desert Lodge),NA,1/15/2024,13,0,30.77,0
Dieprivier (Namib Desert Lodge),NA,1/15/2024,14,0,32.11,0
Dieprivier (Namib Desert Lodge),NA,1/15/2024,15,0,33.18,0
Dieprivier (Namib Desert Lodge),NA,1/15/2024,16,0,34.1,0
Dieprivier (Namib Desert Lodge),NA,1/15/2024,17,0,34.1,0
Dieprivier (Namib Desert Lodge),NA,1/15/2024,18,0,33.62,0
Dieprivier (Namib Desert Lodge),NA,1/15/2024,19,0,32.55,0
Dieprivier (Namib Desert Lodge),NA,1/15/2024,20,0,31.05,0
Dieprivier (Namib Desert Lodge),NA,1/15/2024,21,0,29.53,0
Dieprivier (Namib Desert Lodge),NA,1/15/2024,22,0,25.73,0
Dieprivier (Namib Desert Lodge),NA,1/15/2024,23,0,23.78,0
Dieprivier (Namib Desert Lodge),NA,1/15/2024,24,0,23.02,0
Dieprivier (Namib Desert Lodge),NA,1/16/2024,1,0,22.36,0
Dieprivier (Namib Desert Lodge),NA,1/16/2024,2,0,21.17,0
Dieprivier (Namib Desert Lodge),NA,1/16/2024,3,0,20.22,0
Dieprivier (Namib Desert Lodge),NA,1/16/2024,4,0,19.37,0
Dieprivier (Namib Desert Lodge),NA,1/16/2024,5,0,19.39,0
Dieprivier (Namib Desert Lodge),NA,1/16/2024,6,0,19.1,0
Dieprivier (Namib Desert Lodge),NA,1/16/2024,7,0,19.66,0
Dieprivier (Namib Desert Lodge),NA,1/16/2024,8,0,22.7,0
Dieprivier (Namib Desert Lodge),NA,1/16/2024,9,0,23.01,0
Dieprivier (Namib Desert Lodge),NA,1/16/2024,10,0,23.61,0
Dieprivier (Namib Desert Lodge),NA,1/16/2024,11,0,25.48,0
Dieprivier (Namib Desert Lodge),NA,1/16/2024,12,0,28.72,0
Dieprivier (Namib Desert Lodge),NA,1/16/2024,13,0,29.21,0
Dieprivier (Namib Desert Lodge),NA,1/16/2024,14,0,30.61,0
Dieprivier (Namib Desert Lodge),NA,1/16/2024,15,0,31.37,0
Dieprivier (Namib Desert Lodge),NA,1/16/2024,16,0,31.97,0
Dieprivier (Namib Desert Lodge),NA,1/16/2024,17,0,31.66,0
Dieprivier (Namib Desert Lodge),NA,1/16/2024,18,0,30.69,0
Dieprivier (Namib Desert Lodge),NA,1/16/2024,19,0,29.23,0
Dieprivier (Namib Desert Lodge),NA,1/16/2024,20,0,26.6,0
Dieprivier (Namib Desert Lodge),NA,1/16/2024,21,0,24.49,0
Dieprivier (Namib Desert Lodge),NA,1/16/2024,22,0,22.39,0
Dieprivier (Namib Desert Lodge),NA,1/16/2024,23,0,21.13,0
Dieprivier (Namib Desert Lodge),NA,1/16/2024,24,0,20.1,0
Dieprivier (Namib Desert Lodge),NA,1/17/2024,1,0,18.8,0
Dieprivier (Namib Desert Lodge),NA,1/17/2024,2,0,18.17,0
Dieprivier (Namib Desert Lodge),NA,1/17/2024,3,0,17.48,0
Dieprivier (Namib Desert Lodge),NA,1/17/2024,4,0,16.66,0
Dieprivier (Namib Desert Lodge),NA,1/17/2024,5,0,15.78,0
Dieprivier (Namib Desert Lodge),NA,1/17/2024,6,0,15.64,0
Dieprivier (Namib Desert Lodge),NA,1/17/2024,7,0,15.5,0
Dieprivier (Namib Desert Lodge),NA,1/17/2024,8,0,16.68,0
Dieprivier (Namib Desert Lodge),NA,1/17/2024,9,0,17.94,0
Dieprivier (Namib Desert Lodge),NA,1/17/2024,10,0,18.77,0
Dieprivier (Namib Desert Lodge),NA,1/17/2024,11,0,20.43,0
Dieprivier (Namib Desert Lodge),NA,1/17/2024,12,0,22.16,0
Dieprivier (Namib Desert Lodge),NA,1/17/2024,13,0,24.28,0
Dieprivier (Namib Desert Lodge),NA,1/17/2024,14,0,26.35,0
Dieprivier (Namib Desert Lodge),NA,1/17/2024,15,0,27.67,0
Dieprivier (Namib Desert Lodge),NA,1/17/2024,16,0,28.44,0
Dieprivier (Namib Desert Lodge),NA,1/17/2024,17,0,28.76,0
Dieprivier (Namib Desert Lodge),NA,1/17/2024,18,0,27.97,0
Dieprivier (Namib Desert Lodge),NA,1/17/2024,19,0,26.22,0
Dieprivier (Namib Desert Lodge),NA,1/17/2024,20,0,23.57,0
Dieprivier (Namib Desert Lodge),NA,1/17/2024,21,0,21.26,0
Dieprivier (Namib Desert Lodge),NA,1/17/2024,22,0,19.49,0
Dieprivier (Namib Desert Lodge),NA,1/17/2024,23,0,18.12,0
Dieprivier (Namib Desert Lodge),NA,1/17/2024,24,0,16.92,0
Dieprivier (Namib Desert Lodge),NA,1/18/2024,1,0,15.97,0
Dieprivier (Namib Desert Lodge),NA,1/18/2024,2,0,15.6,0
Dieprivier (Namib Desert Lodge),NA,1/18/2024,3,0,14.32,0
Dieprivier (Namib Desert Lodge),NA,1/18/2024,4,0,14.04,0
Dieprivier (Namib Desert Lodge),NA,1/18/2024,5,0,13.46,0
Dieprivier (Namib Desert Lodge),NA,1/18/2024,6,0,12.98,0
Dieprivier (Namib Desert Lodge),NA,1/18/2024,7,0,12.79,0
Dieprivier (Namib Desert Lodge),NA,1/18/2024,8,0,13.69,0
Dieprivier (Namib Desert Lodge),NA,1/18/2024,9,0,16.59,0
Dieprivier (Namib Desert Lodge),NA,1/18/2024,10,0,19.62,0
Dieprivier (Namib Desert Lodge),NA,1/18/2024,11,0,22.61,0
Dieprivier (Namib Desert Lodge),NA,1/18/2024,12,0,24.77,0
Dieprivier (Namib Desert Lodge),NA,1/18/2024,13,0,26.55,0
Dieprivier (Namib Desert Lodge),NA,1/18/2024,14,0,28.15,0
Dieprivier (Namib Desert Lodge),NA,1/18/2024,15,0,28.98,0
Dieprivier (Namib Desert Lodge),NA,1/18/2024,16,0,29.2,0
Dieprivier (Namib Desert Lodge),NA,1/18/2024,17,0,29.08,0
Dieprivier (Namib Desert Lodge),NA,1/18/2024,18,0,28.67,0
Dieprivier (Namib Desert Lodge),NA,1/18/2024,19,0,27.89,0
Dieprivier (Namib Desert Lodge),NA,1/18/2024,20,0,26.2,0
Dieprivier (Namib Desert Lodge),NA,1/18/2024,21,0,24.1,0
Dieprivier (Namib Desert Lodge),NA,1/18/2024,22,0,22.58,0
Dieprivier (Namib Desert Lodge),NA,1/18/2024,23,0,21.2,0
Dieprivier (Namib Desert Lodge),NA,1/18/2024,24,0,19.96,0
Dieprivier (Namib Desert Lodge),NA,1/19/2024,1,0,19.63,0
Dieprivier (Namib Desert Lodge),NA,1/19/2024,2,0,19.21,0
Dieprivier (Namib Desert Lodge),NA,1/19/2024,3,0,18.51,0
Dieprivier (Namib Desert Lodge),NA,1/19/2024,4,0,18.62,0
Dieprivier (Namib Desert Lodge),NA,1/19/2024,5,0,17.58,0
Dieprivier (Namib Desert Lodge),NA,1/19/2024,6,0,17.15,0
Dieprivier (Namib Desert Lodge),NA,1/19/2024,7,0,16.64,0
Dieprivier (Namib Desert Lodge),NA,1/19/2024,8,0,19.15,0
Dieprivier (Namib Desert Lodge),NA,1/19/2024,9,0,21,0
Dieprivier (Namib Desert Lodge),NA,1/19/2024,10,0,23.48,0
Dieprivier (Namib Desert Lodge),NA,1/19/2024,11,0,26.21,0
Dieprivier (Namib Desert Lodge),NA,1/19/2024,12,0,29.39,0
Dieprivier (Namib Desert Lodge),NA,1/19/2024,13,0,31.75,0
Dieprivier (Namib Desert Lodge),NA,1/19/2024,14,0,33.33,0
Dieprivier (Namib Desert Lodge),NA,1/19/2024,15,0,33.66,0
Dieprivier (Namib Desert Lodge),NA,1/19/2024,16,0,33.88,0
Dieprivier (Namib Desert Lodge),NA,1/19/2024,17,0,33.29,0
Dieprivier (Namib Desert Lodge),NA,1/19/2024,18,0,32.46,0
Dieprivier (Namib Desert Lodge),NA,1/19/2024,19,0,29.83,0
Dieprivier (Namib Desert Lodge),NA,1/19/2024,20,0,26.87,0
Dieprivier (Namib Desert Lodge),NA,1/19/2024,21,0,24.64,0
Dieprivier (Namib Desert Lodge),NA,1/19/2024,22,0,23.3,0
Dieprivier (Namib Desert Lodge),NA,1/19/2024,23,0,21.99,0
Dieprivier (Namib Desert Lodge),NA,1/19/2024,24,0,20.39,0
Dieprivier (Namib Desert Lodge),NA,1/20/2024,1,0,20.25,0
Dieprivier (Namib Desert Lodge),NA,1/20/2024,2,0,19.55,0
Dieprivier (Namib Desert Lodge),NA,1/20/2024,3,0,18.87,0
Dieprivier (Namib Desert Lodge),NA,1/20/2024,4,0,18.36,0
Dieprivier (Namib Desert Lodge),NA,1/20/2024,5,0,18.48,0
Dieprivier (Namib Desert Lodge),NA,1/20/2024,6,0,18.73,0
Dieprivier (Namib Desert Lodge),NA,1/20/2024,7,0,18.43,0
Dieprivier (Namib Desert Lodge),NA,1/20/2024,8,0,19.31,0
Dieprivier (Namib Desert Lodge),NA,1/20/2024,9,0,22.6,0
Dieprivier (Namib Desert Lodge),NA,1/20/2024,10,0,24.92,0
Dieprivier (Namib Desert Lodge),NA,1/20/2024,11,0,27.14,0
Dieprivier (Namib Desert Lodge),NA,1/20/2024,12,0,28.28,0
Dieprivier (Namib Desert Lodge),NA,1/20/2024,13,0,29.96,0
Dieprivier (Namib Desert Lodge),NA,1/20/2024,14,0,31.6,0
Dieprivier (Namib Desert Lodge),NA,1/20/2024,15,0,32.94,0
Dieprivier (Namib Desert Lodge),NA,1/20/2024,16,0,33.47,0
Dieprivier (Namib Desert Lodge),NA,1/20/2024,17,0,33.42,0
Dieprivier (Namib Desert Lodge),NA,1/20/2024,18,0,32.42,0
Dieprivier (Namib Desert Lodge),NA,1/20/2024,19,0,30.51,0
Dieprivier (Namib Desert Lodge),NA,1/20/2024,20,0,28.24,0
Dieprivier (Namib Desert Lodge),NA,1/20/2024,21,0,26.4,0
Dieprivier (Namib Desert Lodge),NA,1/20/2024,22,0,24.61,0
Dieprivier (Namib Desert Lodge),NA,1/20/2024,23,0,23.48,0
Dieprivier (Namib Desert Lodge),NA,1/20/2024,24,0,23.06,0
Dieprivier (Namib Desert Lodge),NA,1/21/2024,1,0,22.64,0
Dieprivier (Namib Desert Lodge),NA,1/21/2024,2,0,22.75,0
Dieprivier (Namib Desert Lodge),NA,1/21/2024,3,0,21.65,0
Dieprivier (Namib Desert Lodge),NA,1/21/2024,4,0,20.89,0
Dieprivier (Namib Desert Lodge),NA,1/21/2024,5,0,19.84,0
Dieprivier (Namib Desert Lodge),NA,1/21/2024,6,0,19.09,0
Dieprivier (Namib Desert Lodge),NA,1/21/2024,7,0,18.78,0
Dieprivier (Namib Desert Lodge),NA,1/21/2024,8,0,20.31,0
Dieprivier (Namib Desert Lodge),NA,1/21/2024,9,0,23.1,0
Dieprivier (Namib Desert Lodge),NA,1/21/2024,10,0,25.65,0
Dieprivier (Namib Desert Lodge),NA,1/21/2024,11,0,29.06,0
Dieprivier (Namib Desert Lodge),NA,1/21/2024,12,0,31.28,0
Dieprivier (Namib Desert Lodge),NA,1/21/2024,13,0,33.11,0
Dieprivier (Namib Desert Lodge),NA,1/21/2024,14,0,34.64,0
Dieprivier (Namib Desert Lodge),NA,1/21/2024,15,0,35.28,0
Dieprivier (Namib Desert Lodge),NA,1/21/2024,16,0,35.39,0
Dieprivier (Namib Desert Lodge),NA,1/21/2024,17,0,35.02,0
Dieprivier (Namib Desert Lodge),NA,1/21/2024,18,0,33.87,0
Dieprivier (Namib Desert Lodge),NA,1/21/2024,19,0,32.66,0
Dieprivier (Namib Desert Lodge),NA,1/21/2024,20,0,30.51,0
Dieprivier (Namib Desert Lodge),NA,1/21/2024,21,0,28.68,0
Dieprivier (Namib Desert Lodge),NA,1/21/2024,22,0,27.67,0
Dieprivier (Namib Desert Lodge),NA,1/21/2024,23,0,26.7,0
Dieprivier (Namib Desert Lodge),NA,1/21/2024,24,0,23.18,0
Dieprivier (Namib Desert Lodge),NA,1/22/2024,1,0,21.02,0
Dieprivier (Namib Desert Lodge),NA,1/22/2024,2,0,21.6,0
Dieprivier (Namib Desert Lodge),NA,1/22/2024,3,0,22.06,0
Dieprivier (Namib Desert Lodge),NA,1/22/2024,4,0,24.11,0
Dieprivier (Namib Desert Lodge),NA,1/22/2024,5,0,23.09,0
Dieprivier (Namib Desert Lodge),NA,1/22/2024,6,0,20.8,0
Dieprivier (Namib Desert Lodge),NA,1/22/2024,7,0,18.91,0
Dieprivier (Namib Desert Lodge),NA,1/22/2024,8,0,20.13,0
Dieprivier (Namib Desert Lodge),NA,1/22/2024,9,0,23.44,0
Dieprivier (Namib Desert Lodge),NA,1/22/2024,10,0,26.48,0
Dieprivier (Namib Desert Lodge),NA,1/22/2024,11,0,29.44,0
Dieprivier (Namib Desert Lodge),NA,1/22/2024,12,0,31.26,0
Dieprivier (Namib Desert Lodge),NA,1/22/2024,13,0,32.36,0
Dieprivier (Namib Desert Lodge),NA,1/22/2024,14,0,33.42,0
Dieprivier (Namib Desert Lodge),NA,1/22/2024,15,0,32.97,0
Dieprivier (Namib Desert Lodge),NA,1/22/2024,16,0,33.69,0
Dieprivier (Namib Desert Lodge),NA,1/22/2024,17,0,32.84,0
Dieprivier (Namib Desert Lodge),NA,1/22/2024,18,0,32.59,0
Dieprivier (Namib Desert Lodge),NA,1/22/2024,19,0,31.22,0
Dieprivier (Namib Desert Lodge),NA,1/22/2024,20,0,29.97,0
Dieprivier (Namib Desert Lodge),NA,1/22/2024,21,0,29.37,0
Dieprivier (Namib Desert Lodge),NA,1/22/2024,22,0,28.36,0
Dieprivier (Namib Desert Lodge),NA,1/22/2024,23,0,27.14,0
Dieprivier (Namib Desert Lodge),NA,1/22/2024,24,0,24.43,0
Dieprivier (Namib Desert Lodge),NA,1/23/2024,1,0,22.39,0
Dieprivier (Namib Desert Lodge),NA,1/23/2024,2,0,21.7,0
Dieprivier (Namib Desert Lodge),NA,1/23/2024,3,0,21.57,0
Dieprivier (Namib Desert Lodge),NA,1/23/2024,4,0,21.36,0
Dieprivier (Namib Desert Lodge),NA,1/23/2024,5,0,21.53,0
Dieprivier (Namib Desert Lodge),NA,1/23/2024,6,0,21.13,0
Dieprivier (Namib Desert Lodge),NA,1/23/2024,7,0,22.29,0
Dieprivier (Namib Desert Lodge),NA,1/23/2024,8,0,23.28,0
Dieprivier (Namib Desert Lodge),NA,1/23/2024,9,0,25.58,0
Dieprivier (Namib Desert Lodge),NA,1/23/2024,10,0,27.21,0
Dieprivier (Namib Desert Lodge),NA,1/23/2024,11,0,28.42,0
Dieprivier (Namib Desert Lodge),NA,1/23/2024,12,0,31.25,0
Dieprivier (Namib Desert Lodge),NA,1/23/2024,13,0,32.85,0
Dieprivier (Namib Desert Lodge),NA,1/23/2024,14,0,34.19,0
Dieprivier (Namib Desert Lodge),NA,1/23/2024,15,0,34.53,0
Dieprivier (Namib Desert Lodge),NA,1/23/2024,16,0,34.26,0
Dieprivier (Namib Desert Lodge),NA,1/23/2024,17,0,34.14,0
Dieprivier (Namib Desert Lodge),NA,1/23/2024,18,0,33.28,0
Dieprivier (Namib Desert Lodge),NA,1/23/2024,19,0,33.53,0
Dieprivier (Namib Desert Lodge),NA,1/23/2024,20,0,33.06,0
Dieprivier (Namib Desert Lodge),NA,1/23/2024,21,0,31.32,0
Dieprivier (Namib Desert Lodge),NA,1/23/2024,22,0,30.37,0
Dieprivier (Namib Desert Lodge),NA,1/23/2024,23,0,29.74,0
Dieprivier (Namib Desert Lodge),NA,1/23/2024,24,0,29.35,0
Dieprivier (Namib Desert Lodge),NA,1/24/2024,1,0,28.93,0
Dieprivier (Namib Desert Lodge),NA,1/24/2024,2,0,29.21,0
Dieprivier (Namib Desert Lodge),NA,1/24/2024,3,0,28.46,0
Dieprivier (Namib Desert Lodge),NA,1/24/2024,4,0,25.37,0
Dieprivier (Namib Desert Lodge),NA,1/24/2024,5,0,24.56,0
Dieprivier (Namib Desert Lodge),NA,1/24/2024,6,0,24.06,0
Dieprivier (Namib Desert Lodge),NA,1/24/2024,7,0,24.97,0
Dieprivier (Namib Desert Lodge),NA,1/24/2024,8,0,29.79,0
Dieprivier (Namib Desert Lodge),NA,1/24/2024,9,0,31.52,0
Dieprivier (Namib Desert Lodge),NA,1/24/2024,10,0,33.3,0
Dieprivier (Namib Desert Lodge),NA,1/24/2024,11,0,35.08,0
Dieprivier (Namib Desert Lodge),NA,1/24/2024,12,0,36.25,0
