Station Name,Iso Code,Date,Hour,Minute,Rain
Alexanderbay Lichen Field,ZA,2023-11-03,10,15,0
Alexanderbay Lichen Field,ZA,2023-11-03,10,30,0
Alexanderbay Lichen Field,ZA,2023-11-03,10,45,0
Alexanderbay Lichen Field,ZA,2023-11-03,11,0,0
Alexanderbay Lichen Field,ZA,2023-11-03,11,15,0
Alexanderbay Lichen Field,ZA,2023-11-03,11,30,0
Alexanderbay Lichen Field,ZA,2023-11-03,11,45,0
Alexanderbay Lichen Field,ZA,2023-11-03,12,0,0
Alexanderbay Lichen Field,ZA,2023-11-03,12,15,0
Alexanderbay Lichen Field,ZA,2023-11-03,12,30,0
Alexanderbay Lichen Field,ZA,2023-11-03,12,45,0
Alexanderbay Lichen Field,ZA,2023-11-03,13,0,0
Alexanderbay Lichen Field,ZA,2023-11-03,13,15,0
Alexanderbay Lichen Field,ZA,2023-11-03,13,30,0
Alexanderbay Lichen Field,ZA,2023-11-03,13,45,0
Alexanderbay Lichen Field,ZA,2023-11-03,14,0,0
Alexanderbay Lichen Field,ZA,2023-11-03,14,15,0
Alexanderbay Lichen Field,ZA,2023-11-03,14,30,0
Alexanderbay Lichen Field,ZA,2023-11-03,14,45,0
Alexanderbay Lichen Field,ZA,2023-11-03,15,0,0
Alexanderbay Lichen Field,ZA,2023-11-03,15,15,0
Alexanderbay Lichen Field,ZA,2023-11-03,15,30,0
Alexanderbay Lichen Field,ZA,2023-11-03,15,45,0
Alexanderbay Lichen Field,ZA,2023-11-03,16,0,0
Alexanderbay Lichen Field,ZA,2023-11-03,16,15,0
Alexanderbay Lichen Field,ZA,2023-11-03,16,30,0
Alexanderbay Lichen Field,ZA,2023-11-03,16,45,0
Alexanderbay Lichen Field,ZA,2023-11-03,17,0,0
Alexanderbay Lichen Field,ZA,2023-11-03,17,15,0
Alexanderbay Lichen Field,ZA,2023-11-03,17,30,0
Alexanderbay Lichen Field,ZA,2023-11-03,17,45,0
Alexanderbay Lichen Field,ZA,2023-11-03,18,0,0
Alexanderbay Lichen Field,ZA,2023-11-03,18,15,0
Alexanderbay Lichen Field,ZA,2023-11-03,18,30,0
Alexanderbay Lichen Field,ZA,2023-11-03,18,45,0
Alexanderbay Lichen Field,ZA,2023-11-03,19,0,0
Alexanderbay Lichen Field,ZA,2023-11-03,19,15,0
Alexanderbay Lichen Field,ZA,2023-11-03,19,30,0
Alexanderbay Lichen Field,ZA,2023-11-03,19,45,0
Alexanderbay Lichen Field,ZA,2023-11-03,20,0,0
Alexanderbay Lichen Field,ZA,2023-11-03,20,15,0
Alexanderbay Lichen Field,ZA,2023-11-03,20,30,0
Alexanderbay Lichen Field,ZA,2023-11-03,20,45,0
Alexanderbay Lichen Field,ZA,2023-11-03,21,0,0
Alexanderbay Lichen Field,ZA,2023-11-03,21,15,0
Alexanderbay Lichen Field,ZA,2023-11-03,21,30,0
Alexanderbay Lichen Field,ZA,2023-11-03,21,45,0
Alexanderbay Lichen Field,ZA,2023-11-03,22,0,0
Alexanderbay Lichen Field,ZA,2023-11-03,22,15,0
Alexanderbay Lichen Field,ZA,2023-11-03,22,30,0
Alexanderbay Lichen Field,ZA,2023-11-03,22,45,0
Alexanderbay Lichen Field,ZA,2023-11-03,23,0,0
Alexanderbay Lichen Field,ZA,2023-11-03,23,15,0
Alexanderbay Lichen Field,ZA,2023-11-03,23,30,0
Alexanderbay Lichen Field,ZA,2023-11-03,23,45,0
Alexanderbay Lichen Field,ZA,2023-11-03,24,0,0
Alexanderbay Lichen Field,ZA,2023-11-04,0,15,0
Alexanderbay Lichen Field,ZA,2023-11-04,0,30,0
Alexanderbay Lichen Field,ZA,2023-11-04,0,45,0
Alexanderbay Lichen Field,ZA,2023-11-04,1,0,0
Alexanderbay Lichen Field,ZA,2023-11-04,1,15,0
Alexanderbay Lichen Field,ZA,2023-11-04,1,30,0
Alexanderbay Lichen Field,ZA,2023-11-04,1,45,0
Alexanderbay Lichen Field,ZA,2023-11-04,2,0,0
Alexanderbay Lichen Field,ZA,2023-11-04,2,15,0
Alexanderbay Lichen Field,ZA,2023-11-04,2,30,0
Alexanderbay Lichen Field,ZA,2023-11-04,2,45,0
Alexanderbay Lichen Field,ZA,2023-11-04,3,0,0
Alexanderbay Lichen Field,ZA,2023-11-04,3,15,0
Alexanderbay Lichen Field,ZA,2023-11-04,3,30,0
Alexanderbay Lichen Field,ZA,2023-11-04,3,45,0
Alexanderbay Lichen Field,ZA,2023-11-04,4,0,0
Alexanderbay Lichen Field,ZA,2023-11-04,4,15,0
Alexanderbay Lichen Field,ZA,2023-11-04,4,30,0
Alexanderbay Lichen Field,ZA,2023-11-04,4,45,0
Alexanderbay Lichen Field,ZA,2023-11-04,5,0,0
Alexanderbay Lichen Field,ZA,2023-11-04,5,15,0
Alexanderbay Lichen Field,ZA,2023-11-04,5,30,0
Alexanderbay Lichen Field,ZA,2023-11-04,5,45,0
Alexanderbay Lichen Field,ZA,2023-11-04,6,0,0
Alexanderbay Lichen Field,ZA,2023-11-04,6,15,0
Alexanderbay Lichen Field,ZA,2023-11-04,6,30,0
Alexanderbay Lichen Field,ZA,2023-11-04,6,45,0
Alexanderbay Lichen Field,ZA,2023-11-04,7,0,0
Alexanderbay Lichen Field,ZA,2023-11-04,7,15,0
Alexanderbay Lichen Field,ZA,2023-11-04,7,30,0
Alexanderbay Lichen Field,ZA,2023-11-04,7,45,0
Alexanderbay Lichen Field,ZA,2023-11-04,8,0,0
Alexanderbay Lichen Field,ZA,2023-11-04,8,15,0
Alexanderbay Lichen Field,ZA,2023-11-04,8,30,0
Alexanderbay Lichen Field,ZA,2023-11-04,8,45,0
Alexanderbay Lichen Field,ZA,2023-11-04,9,0,0
Alexanderbay Lichen Field,ZA,2023-11-04,9,15,0
Alexanderbay Lichen Field,ZA,2023-11-04,9,30,0
Alexanderbay Lichen Field,ZA,2023-11-04,9,45,0
Alexanderbay Lichen Field,ZA,2023-11-04,10,0,0
Alexanderbay Lichen Field,ZA,2023-11-04,10,15,0
Alexanderbay Lichen Field,ZA,2023-11-04,10,30,0
Alexanderbay Lichen Field,ZA,2023-11-04,10,45,0
Alexanderbay Lichen Field,ZA,2023-11-04,11,0,0
Alexanderbay Lichen Field,ZA,2023-11-04,11,15,0
Alexanderbay Lichen Field,ZA,2023-11-04,11,30,0
Alexanderbay Lichen Field,ZA,2023-11-04,11,45,0
Alexanderbay Lichen Field,ZA,2023-11-04,12,0,0
Alexanderbay Lichen Field,ZA,2023-11-04,12,15,0
Alexanderbay Lichen Field,ZA,2023-11-04,12,30,0
Alexanderbay Lichen Field,ZA,2023-11-04,12,45,0
Alexanderbay Lichen Field,ZA,2023-11-04,13,0,0
Alexanderbay Lichen Field,ZA,2023-11-04,13,15,0
Alexanderbay Lichen Field,ZA,2023-11-04,13,30,0
Alexanderbay Lichen Field,ZA,2023-11-04,13,45,0
Alexanderbay Lichen Field,ZA,2023-11-04,14,0,0
Alexanderbay Lichen Field,ZA,2023-11-04,14,15,0
Alexanderbay Lichen Field,ZA,2023-11-04,14,30,0
Alexanderbay Lichen Field,ZA,2023-11-04,14,45,0
Alexanderbay Lichen Field,ZA,2023-11-04,15,0,0
Alexanderbay Lichen Field,ZA,2023-11-04,15,15,0
Alexanderbay Lichen Field,ZA,2023-11-04,15,30,0
Alexanderbay Lichen Field,ZA,2023-11-04,15,45,0
