Station Name,Iso Code,Station ID,Date,Hour,Minute,Air Temperature,Rain
Shakawe,BW,68026,12/4/2024,11,30,35.76,0
Shakawe,BW,68026,12/4/2024,11,45,36.18,0
Shakawe,BW,68026,12/4/2024,12,0,36.61,0
Shakawe,BW,68026,12/4/2024,12,15,36.92,0
Shakawe,BW,68026,12/4/2024,12,30,36.96,0
Shakawe,BW,68026,12/4/2024,12,45,37.26,0
Shakawe,BW,68026,12/4/2024,13,0,37.48,0
Shakawe,BW,68026,12/4/2024,13,15,37.24,0
Shakawe,BW,68026,12/4/2024,13,30,37.39,0
Shakawe,BW,68026,12/4/2024,13,45,37.12,0
Shakawe,BW,68026,12/4/2024,14,0,38.24,0
Shakawe,BW,68026,12/4/2024,14,15,38.36,0
Shakawe,BW,68026,12/4/2024,14,30,38.05,0
Shakawe,BW,68026,12/4/2024,14,45,37.96,0
Shakawe,BW,68026,12/4/2024,15,0,38.16,0
Shakawe,BW,68026,12/4/2024,15,15,37.82,0
Shakawe,BW,68026,12/4/2024,15,30,37.71,0
Shakawe,BW,68026,12/4/2024,15,45,37.52,0
Shakawe,BW,68026,12/4/2024,16,0,36.95,0
Shakawe,BW,68026,12/4/2024,16,15,37.03,0
Shakawe,BW,68026,12/4/2024,16,30,36.58,0
Shakawe,BW,68026,12/4/2024,16,45,37.7,0
Shakawe,BW,68026,12/4/2024,17,0,38.73,0
Shakawe,BW,68026,12/4/2024,17,15,38.33,0
Shakawe,BW,68026,12/4/2024,17,30,38.25,0
Shakawe,BW,68026,12/4/2024,17,45,38.21,0
Shakawe,BW,68026,12/4/2024,18,0,37.76,0
Shakawe,BW,68026,12/4/2024,18,15,37.46,0
Shakawe,BW,68026,12/4/2024,18,30,36.46,0
Shakawe,BW,68026,12/4/2024,18,45,35.56,0
Shakawe,BW,68026,12/4/2024,19,0,34.6,0
Shakawe,BW,68026,12/4/2024,19,15,33.41,0
Shakawe,BW,68026,12/4/2024,19,30,31.03,0
Shakawe,BW,68026,12/4/2024,19,45,29.09,0
Shakawe,BW,68026,12/4/2024,20,0,27.93,0
Shakawe,BW,68026,12/4/2024,20,15,27.16,0
Shakawe,BW,68026,12/4/2024,20,30,26.35,0
Shakawe,BW,68026,12/4/2024,20,45,25.73,0
Shakawe,BW,68026,12/4/2024,21,0,25.34,0
Shakawe,BW,68026,12/4/2024,21,15,24.66,0
Shakawe,BW,68026,12/4/2024,21,30,24.29,0
Shakawe,BW,68026,12/4/2024,21,45,23.71,0
Shakawe,BW,68026,12/4/2024,22,0,23.51,0
Shakawe,BW,68026,12/4/2024,22,15,22.96,0
Shakawe,BW,68026,12/4/2024,22,30,22.51,0
Shakawe,BW,68026,12/4/2024,22,45,22.21,0
Shakawe,BW,68026,12/4/2024,23,0,21.97,0
Shakawe,BW,68026,12/4/2024,23,15,21.85,0
Shakawe,BW,68026,12/4/2024,23,30,21.64,0
Shakawe,BW,68026,12/4/2024,23,45,21.66,0
Shakawe,BW,68026,12/4/2024,24,0,21.21,0
Shakawe,BW,68026,12/5/2024,0,15,20.99,0
Shakawe,BW,68026,12/5/2024,0,30,20.61,0
Shakawe,BW,68026,12/5/2024,0,45,20.56,0
Shakawe,BW,68026,12/5/2024,1,0,20.43,0
Shakawe,BW,68026,12/5/2024,1,15,21.19,0
Shakawe,BW,68026,12/5/2024,1,30,25.64,0
Shakawe,BW,68026,12/5/2024,1,45,25.82,0
Shakawe,BW,68026,12/5/2024,2,0,25.18,0
Shakawe,BW,68026,12/5/2024,2,15,24.73,0
Shakawe,BW,68026,12/5/2024,2,30,24.38,0
Shakawe,BW,68026,12/5/2024,2,45,24.15,0
Shakawe,BW,68026,12/5/2024,3,0,24.6,0
Shakawe,BW,68026,12/5/2024,3,15,23.59,0
Shakawe,BW,68026,12/5/2024,3,30,23.52,0
