Station Name,Iso Code,Date,Hour,Minute,Air Temperature,Rain,
Chadiza,ZM,5/1/2024,0,15,16.2,0,
Chadiza,ZM,5/1/2024,0,30,16.1,0,
Chadiza,ZM,5/1/2024,0,45,15.4,0,
Chadiza,ZM,5/1/2024,1,0,15.3,0,
Chadiza,ZM,5/1/2024,1,15,15.6,0,
Chadiza,ZM,5/1/2024,1,30,15.4,0,
Chadiza,ZM,5/1/2024,1,45,15.2,0,
Chadiza,ZM,5/1/2024,2,0,15.2,0,
Chadiza,ZM,5/1/2024,2,15,15.1,0,
Chadiza,ZM,5/1/2024,2,30,14.9,0,
Chadiza,ZM,5/1/2024,2,45,14.8,0,
Chadiza,ZM,5/1/2024,3,0,14.5,0,
Chadiza,ZM,5/1/2024,3,15,14.1,0,
Chadiza,ZM,5/1/2024,3,30,14.3,0,
Chadiza,ZM,5/1/2024,3,45,13.8,0,
Chadiza,ZM,5/1/2024,4,0,13.7,0,
Chadiza,ZM,5/1/2024,4,15,13.8,0,
Chadiza,ZM,5/1/2024,4,30,14,0,
Chadiza,ZM,5/1/2024,4,45,14,0,
Chadiza,ZM,5/1/2024,5,0,13.8,0,
Chadiza,ZM,5/1/2024,5,15,13.9,0,
Chadiza,ZM,5/1/2024,5,30,13.6,0,
Chadiza,ZM,5/1/2024,5,45,13.4,0,
Chadiza,ZM,5/1/2024,6,0,13.4,0,
Chadiza,ZM,5/1/2024,6,15,13.6,0,
Chadiza,ZM,5/1/2024,6,30,13.7,0,
Chadiza,ZM,5/1/2024,6,45,13.9,0,
Chadiza,ZM,5/1/2024,7,0,14.8,0,
Chadiza,ZM,5/1/2024,7,15,15.6,0,
Chadiza,ZM,5/1/2024,7,30,16.3,0,
Chadiza,ZM,5/1/2024,7,45,16.9,0,
Chadiza,ZM,5/1/2024,9,15,20.3,0,
Chadiza,ZM,5/1/2024,9,30,20.6,0,
Chadiza,ZM,5/1/2024,9,45,21.5,0,
Chadiza,ZM,5/1/2024,10,0,21.9,0,
Chadiza,ZM,5/1/2024,10,15,22.6,0,
Chadiza,ZM,5/1/2024,10,30,23,0,
Chadiza,ZM,5/1/2024,10,45,23.7,0,
Chadiza,ZM,5/1/2024,11,0,23.7,0,
Chadiza,ZM,5/1/2024,11,15,24.1,0,
Chadiza,ZM,5/1/2024,11,30,24.6,0,
Chadiza,ZM,5/1/2024,11,45,24.8,0,
Chadiza,ZM,5/1/2024,12,0,25,0,
Chadiza,ZM,5/1/2024,12,15,24.9,0,
Chadiza,ZM,5/1/2024,12,30,25.5,0,
Chadiza,ZM,5/1/2024,12,45,25.3,0,
Chadiza,ZM,5/1/2024,13,0,25.3,0,
Chadiza,ZM,5/1/2024,13,15,25.8,0,
Chadiza,ZM,5/1/2024,13,30,25.9,0,
Chadiza,ZM,5/1/2024,13,45,26.1,0,
Chadiza,ZM,5/1/2024,14,0,26.1,0,
Chadiza,ZM,5/1/2024,14,15,26.2,0,
Chadiza,ZM,5/1/2024,14,30,26.2,0,
Chadiza,ZM,5/1/2024,14,45,26.3,0,
Chadiza,ZM,5/1/2024,15,0,26.3,0,
Chadiza,ZM,5/1/2024,15,15,26.3,0,
Chadiza,ZM,5/1/2024,15,30,26.4,0,
Chadiza,ZM,5/1/2024,15,45,26.4,0,
Chadiza,ZM,5/1/2024,16,0,26.3,0,
Chadiza,ZM,5/1/2024,16,15,26.2,0,
Chadiza,ZM,5/1/2024,16,30,25.8,0,
Chadiza,ZM,5/1/2024,16,45,25.6,0,
Chadiza,ZM,5/1/2024,17,0,25,0,
Chadiza,ZM,5/1/2024,17,15,24.7,0,
Chadiza,ZM,5/1/2024,17,30,24,0,
Chadiza,ZM,5/1/2024,17,45,23,0,
Chadiza,ZM,5/1/2024,18,0,22.1,0,
Chadiza,ZM,5/1/2024,18,15,21.2,0,
Chadiza,ZM,5/1/2024,18,30,20.8,0,
Chadiza,ZM,5/1/2024,18,45,20.4,0,
Chadiza,ZM,5/1/2024,19,0,19.3,0,
Chadiza,ZM,5/1/2024,19,15,18.9,0,
Chadiza,ZM,5/1/2024,19,30,18.8,0,
Chadiza,ZM,5/1/2024,19,45,19.3,0,
Chadiza,ZM,5/1/2024,20,0,18.8,0,
Chadiza,ZM,5/1/2024,20,15,18.6,0,
Chadiza,ZM,5/1/2024,20,30,18.5,0,
Chadiza,ZM,5/1/2024,20,45,18.1,0,
Chadiza,ZM,5/1/2024,21,0,17.9,0,
Chadiza,ZM,5/1/2024,21,15,17.7,0,
Chadiza,ZM,5/1/2024,21,30,16.8,0,
Chadiza,ZM,5/1/2024,21,45,15.8,0,
Chadiza,ZM,5/1/2024,22,0,15.6,0,
Chadiza,ZM,5/1/2024,22,15,15.8,0,
Chadiza,ZM,5/1/2024,22,30,15.8,0,
Chadiza,ZM,5/1/2024,22,45,16.4,0,
Chadiza,ZM,5/1/2024,23,0,15,0,
Chadiza,ZM,5/1/2024,23,15,16,0,
Chadiza,ZM,5/1/2024,23,30,16.5,0,
Chadiza,ZM,5/1/2024,23,45,16.2,0,
