Station Name,Iso Code,Date,Hour,Minute,Air Temperature (°C),Rain (mm)
Mahalapye,BW,12/15/2023,0,15,25.76,0
Mahalapye,BW,12/15/2023,0,30,25.63,0
Mahalapye,BW,12/15/2023,0,45,25.47,0
Mahalapye,BW,12/15/2023,1,0,25.37,0
Mahalapye,BW,12/15/2023,1,15,25.24,0
Mahalapye,BW,12/15/2023,1,30,25.13,0
Mahalapye,BW,12/15/2023,1,45,25.02,0
Mahalapye,BW,12/15/2023,2,0,24.86,0
Mahalapye,BW,12/15/2023,2,15,24.71,0
Mahalapye,BW,12/15/2023,2,30,24.63,0
Mahalapye,BW,12/15/2023,2,45,24.6,0
Mahalapye,BW,12/15/2023,3,0,24.59,0
Mahalapye,BW,12/15/2023,3,15,24.46,0
Mahalapye,BW,12/15/2023,3,30,24.35,0
Mahalapye,BW,12/15/2023,3,45,24.26,0
Mahalapye,BW,12/15/2023,4,0,24.2,0
Mahalapye,BW,12/15/2023,4,15,24.14,0
Mahalapye,BW,12/15/2023,4,30,24.14,0
Mahalapye,BW,12/15/2023,4,45,24.08,0
Mahalapye,BW,12/15/2023,5,0,24.02,0
Mahalapye,BW,12/15/2023,5,15,23.74,0
Mahalapye,BW,12/15/2023,5,30,23.22,0
Mahalapye,BW,12/15/2023,5,45,22.87,0
Mahalapye,BW,12/15/2023,6,0,22.91,0
Mahalapye,BW,12/15/2023,6,15,22.95,0
Mahalapye,BW,12/15/2023,6,30,22.95,0
Mahalapye,BW,12/15/2023,6,45,22.99,0
Mahalapye,BW,12/15/2023,7,0,23.23,0
Mahalapye,BW,12/15/2023,7,15,23.31,0
Mahalapye,BW,12/15/2023,7,30,23.35,0
Mahalapye,BW,12/15/2023,7,45,23.49,0
Mahalapye,BW,12/15/2023,8,0,23.75,0
Mahalapye,BW,12/15/2023,8,15,24.06,0
Mahalapye,BW,12/15/2023,8,30,24.55,0
Mahalapye,BW,12/15/2023,8,45,25.32,0
Mahalapye,BW,12/15/2023,9,0,26.06,0
Mahalapye,BW,12/15/2023,9,15,26.42,0
Mahalapye,BW,12/15/2023,9,30,26.48,0
Mahalapye,BW,12/15/2023,9,45,26.55,0
Mahalapye,BW,12/15/2023,10,0,26.53,0
Mahalapye,BW,12/15/2023,10,15,27.12,0
Mahalapye,BW,12/15/2023,10,30,27.33,0
Mahalapye,BW,12/15/2023,10,45,27.2,0
Mahalapye,BW,12/15/2023,11,0,26.97,0
Mahalapye,BW,12/15/2023,11,15,27.05,0
Mahalapye,BW,12/15/2023,11,30,27.7,0
Mahalapye,BW,12/15/2023,11,45,28.42,0
Mahalapye,BW,12/15/2023,12,0,29.02,0
Mahalapye,BW,12/15/2023,12,15,29.63,0
Mahalapye,BW,12/15/2023,12,30,29.47,0
Mahalapye,BW,12/15/2023,12,45,30.58,0
Mahalapye,BW,12/15/2023,13,0,31.09,0
Mahalapye,BW,12/15/2023,13,15,31.03,0
Mahalapye,BW,12/15/2023,13,30,31.23,0
Mahalapye,BW,12/15/2023,13,45,31.64,0
Mahalapye,BW,12/15/2023,14,0,30.98,0
Mahalapye,BW,12/15/2023,14,15,31.87,0
Mahalapye,BW,12/15/2023,14,30,31.84,0
Mahalapye,BW,12/15/2023,14,45,32.27,0
Mahalapye,BW,12/15/2023,15,0,32.12,0
Mahalapye,BW,12/15/2023,15,15,32.84,0
Mahalapye,BW,12/15/2023,15,30,32.35,0
Mahalapye,BW,12/15/2023,15,45,32.85,0
Mahalapye,BW,12/15/2023,16,0,32.45,0
Mahalapye,BW,12/15/2023,16,15,31.9,0
Mahalapye,BW,12/15/2023,16,30,31.66,0
Mahalapye,BW,12/15/2023,16,45,31.56,0
Mahalapye,BW,12/15/2023,17,0,31.55,0
Mahalapye,BW,12/15/2023,17,15,31.5,0
Mahalapye,BW,12/15/2023,17,30,31.05,0
Mahalapye,BW,12/15/2023,17,45,30.87,0
Mahalapye,BW,12/15/2023,18,0,30.83,0
Mahalapye,BW,12/15/2023,18,15,30.6,0
Mahalapye,BW,12/15/2023,18,30,30.51,0
Mahalapye,BW,12/15/2023,18,45,30.39,0
Mahalapye,BW,12/15/2023,19,0,30.22,0
Mahalapye,BW,12/15/2023,19,15,29.93,0
Mahalapye,BW,12/15/2023,19,30,28.12,0
Mahalapye,BW,12/15/2023,19,45,27.2,0
Mahalapye,BW,12/15/2023,20,0,26.68,0
Mahalapye,BW,12/15/2023,20,15,26.5,0
Mahalapye,BW,12/15/2023,20,30,25.84,0
Mahalapye,BW,12/15/2023,20,45,24.71,0
Mahalapye,BW,12/15/2023,21,0,24.25,0
Mahalapye,BW,12/15/2023,21,15,24.21,0
Mahalapye,BW,12/15/2023,21,30,23.79,0
Mahalapye,BW,12/15/2023,21,45,23.24,0
Mahalapye,BW,12/15/2023,22,0,22.99,0
Mahalapye,BW,12/15/2023,22,15,22.95,0
Mahalapye,BW,12/15/2023,22,30,22.85,0
Mahalapye,BW,12/15/2023,22,45,22.9,0
Mahalapye,BW,12/15/2023,23,0,23.02,0
Mahalapye,BW,12/15/2023,23,15,22.88,0
Mahalapye,BW,12/15/2023,23,30,22.75,0
Mahalapye,BW,12/15/2023,23,45,22.7,0
Mahalapye,BW,12/15/2023,24,0,22.68,0
Mahalapye,BW,12/16/2023,0,15,22.55,0
Mahalapye,BW,12/16/2023,0,30,22.57,0
Mahalapye,BW,12/16/2023,0,45,22.56,0
Mahalapye,BW,12/16/2023,1,0,22.55,0
Mahalapye,BW,12/16/2023,1,15,22.58,0
Mahalapye,BW,12/16/2023,1,30,22.59,0
Mahalapye,BW,12/16/2023,1,45,22.58,0
Mahalapye,BW,12/16/2023,2,0,22.68,0
Mahalapye,BW,12/16/2023,2,15,22.64,0
Mahalapye,BW,12/16/2023,2,30,22.52,0
Mahalapye,BW,12/16/2023,2,45,22.46,0
Mahalapye,BW,12/16/2023,3,0,22.33,0
Mahalapye,BW,12/16/2023,3,15,22.24,0
Mahalapye,BW,12/16/2023,3,30,22.26,0
Mahalapye,BW,12/16/2023,3,45,22.31,0
Mahalapye,BW,12/16/2023,4,0,22.39,0
Mahalapye,BW,12/16/2023,4,15,22.36,0
Mahalapye,BW,12/16/2023,4,30,22.28,0
Mahalapye,BW,12/16/2023,4,45,22.23,0
Mahalapye,BW,12/16/2023,5,0,22.27,0
Mahalapye,BW,12/16/2023,5,15,22.14,0
Mahalapye,BW,12/16/2023,5,30,22.03,0
Mahalapye,BW,12/16/2023,5,45,21.92,0
Mahalapye,BW,12/16/2023,6,0,21.99,0
Mahalapye,BW,12/16/2023,6,15,22.21,0
Mahalapye,BW,12/16/2023,6,30,22.38,0
Mahalapye,BW,12/16/2023,6,45,22.58,0
Mahalapye,BW,12/16/2023,7,0,22.77,0
Mahalapye,BW,12/16/2023,7,15,22.86,0
Mahalapye,BW,12/16/2023,7,30,23.04,0
Mahalapye,BW,12/16/2023,7,45,23.18,0
Mahalapye,BW,12/16/2023,8,0,23.37,0
Mahalapye,BW,12/16/2023,8,15,23.42,0
Mahalapye,BW,12/16/2023,8,30,23.55,0
Mahalapye,BW,12/16/2023,8,45,24.47,0
Mahalapye,BW,12/16/2023,9,0,25.23,0
Mahalapye,BW,12/16/2023,9,15,25.95,0
Mahalapye,BW,12/16/2023,9,30,27.08,0
Mahalapye,BW,12/16/2023,9,45,27.48,0
Mahalapye,BW,12/16/2023,10,0,28,0
Mahalapye,BW,12/16/2023,10,15,28.32,0
Mahalapye,BW,12/16/2023,10,30,28.55,0
Mahalapye,BW,12/16/2023,10,45,28.01,0
Mahalapye,BW,12/16/2023,11,0,28.88,0
Mahalapye,BW,12/16/2023,11,15,29.06,0
Mahalapye,BW,12/16/2023,11,30,29.25,0
Mahalapye,BW,12/16/2023,11,45,29.98,0
Mahalapye,BW,12/16/2023,12,0,29.81,0
Mahalapye,BW,12/16/2023,12,15,30.4,0
Mahalapye,BW,12/16/2023,12,30,30.99,0
Mahalapye,BW,12/16/2023,12,45,31.2,0
Mahalapye,BW,12/16/2023,13,0,31.87,0
Mahalapye,BW,12/16/2023,13,15,32.05,0
Mahalapye,BW,12/16/2023,13,30,32.2,0
Mahalapye,BW,12/16/2023,13,45,33.02,0
Mahalapye,BW,12/16/2023,14,0,32.37,0
Mahalapye,BW,12/16/2023,14,15,32.25,0
Mahalapye,BW,12/16/2023,14,30,32.76,0
Mahalapye,BW,12/16/2023,14,45,32.57,0
Mahalapye,BW,12/16/2023,15,0,33.2,0
Mahalapye,BW,12/16/2023,15,15,32.94,0
Mahalapye,BW,12/16/2023,15,30,32.87,0
Mahalapye,BW,12/16/2023,15,45,32.93,0
Mahalapye,BW,12/16/2023,16,0,33.05,0
Mahalapye,BW,12/16/2023,16,15,33.26,0
Mahalapye,BW,12/16/2023,16,30,33.43,0
Mahalapye,BW,12/16/2023,16,45,34.06,0
Mahalapye,BW,12/16/2023,17,0,33.07,0
Mahalapye,BW,12/16/2023,17,15,33,0
Mahalapye,BW,12/16/2023,17,30,32.98,0
Mahalapye,BW,12/16/2023,17,45,32.54,0
Mahalapye,BW,12/16/2023,18,0,28.83,0
Mahalapye,BW,12/16/2023,18,15,27.09,0
Mahalapye,BW,12/16/2023,18,30,26.78,0
Mahalapye,BW,12/16/2023,18,45,26.39,0
Mahalapye,BW,12/16/2023,19,0,26.53,0
Mahalapye,BW,12/16/2023,19,15,25.96,0
Mahalapye,BW,12/16/2023,19,30,25.57,0
Mahalapye,BW,12/16/2023,19,45,25.22,0
Mahalapye,BW,12/16/2023,20,0,24.42,0
Mahalapye,BW,12/16/2023,20,15,22.7,0
Mahalapye,BW,12/16/2023,20,30,22.56,0
Mahalapye,BW,12/16/2023,20,45,22.67,0
Mahalapye,BW,12/16/2023,21,0,22.92,0
Mahalapye,BW,12/16/2023,21,15,22.42,0
Mahalapye,BW,12/16/2023,21,30,22.43,0
Mahalapye,BW,12/16/2023,21,45,22.78,0
Mahalapye,BW,12/16/2023,22,0,22.71,0
Mahalapye,BW,12/16/2023,22,15,22.56,0
Mahalapye,BW,12/16/2023,22,30,22.35,0
Mahalapye,BW,12/16/2023,22,45,22.18,0
Mahalapye,BW,12/16/2023,23,0,22.16,0
Mahalapye,BW,12/16/2023,23,15,22.06,0
Mahalapye,BW,12/16/2023,23,30,21.95,0
Mahalapye,BW,12/16/2023,23,45,22.02,0
Mahalapye,BW,12/16/2023,24,0,22.08,0
Mahalapye,BW,12/17/2023,0,15,22.05,0
Mahalapye,BW,12/17/2023,0,30,22.02,0
Mahalapye,BW,12/17/2023,0,45,21.91,0
Mahalapye,BW,12/17/2023,1,0,21.79,0
Mahalapye,BW,12/17/2023,1,15,21.73,0
Mahalapye,BW,12/17/2023,1,30,21.7,0
Mahalapye,BW,12/17/2023,1,45,21.64,0
Mahalapye,BW,12/17/2023,2,0,21.56,0
Mahalapye,BW,12/17/2023,2,15,21.25,0
Mahalapye,BW,12/17/2023,2,30,20.9,0
Mahalapye,BW,12/17/2023,2,45,20.59,0
Mahalapye,BW,12/17/2023,3,0,20.2,0
Mahalapye,BW,12/17/2023,3,15,20.11,0
Mahalapye,BW,12/17/2023,3,30,20.17,0
Mahalapye,BW,12/17/2023,3,45,20.24,0
Mahalapye,BW,12/17/2023,4,0,20.19,0
Mahalapye,BW,12/17/2023,4,15,20.18,0
Mahalapye,BW,12/17/2023,4,30,20.02,0
Mahalapye,BW,12/17/2023,4,45,19.82,0
Mahalapye,BW,12/17/2023,5,0,19.6,0
Mahalapye,BW,12/17/2023,5,15,19.74,0
Mahalapye,BW,12/17/2023,5,30,20.11,0
Mahalapye,BW,12/17/2023,5,45,20.41,0
Mahalapye,BW,12/17/2023,6,0,20.68,0
Mahalapye,BW,12/17/2023,6,15,20.96,0
Mahalapye,BW,12/17/2023,6,30,21.18,0
Mahalapye,BW,12/17/2023,6,45,21.26,0
Mahalapye,BW,12/17/2023,7,0,21.35,0
Mahalapye,BW,12/17/2023,7,15,21.31,0
Mahalapye,BW,12/17/2023,7,30,21.53,0
Mahalapye,BW,12/17/2023,7,45,21.8,0
Mahalapye,BW,12/17/2023,8,0,22.39,0
Mahalapye,BW,12/17/2023,8,15,22.86,0
Mahalapye,BW,12/17/2023,8,30,23.56,0
Mahalapye,BW,12/17/2023,8,45,23.57,0
Mahalapye,BW,12/17/2023,9,0,24.04,0
Mahalapye,BW,12/17/2023,9,15,24.23,0
Mahalapye,BW,12/17/2023,9,30,24.49,0
Mahalapye,BW,12/17/2023,9,45,24.68,0
Mahalapye,BW,12/17/2023,10,0,25.01,0
Mahalapye,BW,12/17/2023,10,15,25.36,0
Mahalapye,BW,12/17/2023,10,30,25.63,0
Mahalapye,BW,12/17/2023,10,45,26.61,0
Mahalapye,BW,12/17/2023,11,0,26.57,0
Mahalapye,BW,12/17/2023,11,15,27.82,0
Mahalapye,BW,12/17/2023,11,30,27.5,0
Mahalapye,BW,12/17/2023,11,45,28.26,0
Mahalapye,BW,12/17/2023,12,0,28.35,0
Mahalapye,BW,12/17/2023,12,15,28.48,0
Mahalapye,BW,12/17/2023,12,30,28.36,0
Mahalapye,BW,12/17/2023,12,45,28.96,0
Mahalapye,BW,12/17/2023,13,0,29.16,0
Mahalapye,BW,12/17/2023,13,15,29.58,0
Mahalapye,BW,12/17/2023,13,30,29.26,0
Mahalapye,BW,12/17/2023,13,45,30.14,0
Mahalapye,BW,12/17/2023,14,0,29.89,0
Mahalapye,BW,12/17/2023,14,15,30.12,0
Mahalapye,BW,12/17/2023,14,30,30.16,0
Mahalapye,BW,12/17/2023,14,45,30.54,0
Mahalapye,BW,12/17/2023,15,0,30.42,0
Mahalapye,BW,12/17/2023,15,15,30.43,0
Mahalapye,BW,12/17/2023,15,30,30.58,0
Mahalapye,BW,12/17/2023,15,45,30.75,0
Mahalapye,BW,12/17/2023,16,0,30.59,0
Mahalapye,BW,12/17/2023,16,15,30.67,0
Mahalapye,BW,12/17/2023,16,30,30.74,0
Mahalapye,BW,12/17/2023,16,45,30.62,0
Mahalapye,BW,12/17/2023,17,0,30.61,0
Mahalapye,BW,12/17/2023,17,15,30.41,0
Mahalapye,BW,12/17/2023,17,30,30.25,0
Mahalapye,BW,12/17/2023,17,45,30.19,0
Mahalapye,BW,12/17/2023,18,0,29.99,0
Mahalapye,BW,12/17/2023,18,15,29.71,0
Mahalapye,BW,12/17/2023,18,30,29.46,0
Mahalapye,BW,12/17/2023,18,45,28.99,0
Mahalapye,BW,12/17/2023,19,0,28.66,0
Mahalapye,BW,12/17/2023,19,15,28.39,0
Mahalapye,BW,12/17/2023,19,30,28.12,0
Mahalapye,BW,12/17/2023,19,45,27.86,0
Mahalapye,BW,12/17/2023,20,0,27.59,0
Mahalapye,BW,12/17/2023,20,15,27.3,0
Mahalapye,BW,12/17/2023,20,30,27.08,0
Mahalapye,BW,12/17/2023,20,45,26.85,0
Mahalapye,BW,12/17/2023,21,0,26.6,0
Mahalapye,BW,12/17/2023,21,15,26.39,0
Mahalapye,BW,12/17/2023,21,30,26.16,0
Mahalapye,BW,12/17/2023,21,45,25.91,0
Mahalapye,BW,12/17/2023,22,0,25.88,0
Mahalapye,BW,12/17/2023,22,15,25.78,0
Mahalapye,BW,12/17/2023,22,30,25.66,0
Mahalapye,BW,12/17/2023,22,45,25.48,0
Mahalapye,BW,12/17/2023,23,0,25.17,0
Mahalapye,BW,12/17/2023,23,15,24.8,0
Mahalapye,BW,12/17/2023,23,30,24.68,0
Mahalapye,BW,12/17/2023,23,45,24.64,0
Mahalapye,BW,12/17/2023,24,0,24.57,0
Mahalapye,BW,12/18/2023,0,15,24.41,0
Mahalapye,BW,12/18/2023,0,30,24.27,0
Mahalapye,BW,12/18/2023,0,45,24.18,0
Mahalapye,BW,12/18/2023,1,0,24.05,0
Mahalapye,BW,12/18/2023,1,15,23.9,0
Mahalapye,BW,12/18/2023,1,30,23.83,0
Mahalapye,BW,12/18/2023,1,45,23.65,0
Mahalapye,BW,12/18/2023,2,0,23.56,0
Mahalapye,BW,12/18/2023,2,15,23.42,0
Mahalapye,BW,12/18/2023,2,30,23.27,0
Mahalapye,BW,12/18/2023,2,45,22.83,0
Mahalapye,BW,12/18/2023,3,0,22.34,0
Mahalapye,BW,12/18/2023,3,15,22.06,0
Mahalapye,BW,12/18/2023,3,30,21.79,0
Mahalapye,BW,12/18/2023,3,45,21.76,0
Mahalapye,BW,12/18/2023,4,0,21.98,0
Mahalapye,BW,12/18/2023,4,15,22.01,0
Mahalapye,BW,12/18/2023,4,30,21.95,0
Mahalapye,BW,12/18/2023,4,45,21.83,0
Mahalapye,BW,12/18/2023,5,0,21.71,0
Mahalapye,BW,12/18/2023,5,15,21.4,0
Mahalapye,BW,12/18/2023,5,30,21.08,0
Mahalapye,BW,12/18/2023,5,45,21.23,0
Mahalapye,BW,12/18/2023,6,0,21.72,0
Mahalapye,BW,12/18/2023,6,15,22.03,0
Mahalapye,BW,12/18/2023,6,30,22.29,0
Mahalapye,BW,12/18/2023,6,45,22.57,0
Mahalapye,BW,12/18/2023,7,0,23.07,0
Mahalapye,BW,12/18/2023,7,15,23.45,0
Mahalapye,BW,12/18/2023,7,30,23.54,0
Mahalapye,BW,12/18/2023,7,45,23.89,0
Mahalapye,BW,12/18/2023,8,0,23.99,0
Mahalapye,BW,12/18/2023,8,15,24.22,0
Mahalapye,BW,12/18/2023,8,30,24.52,0
Mahalapye,BW,12/18/2023,8,45,25.53,0
Mahalapye,BW,12/18/2023,9,0,25.74,0
Mahalapye,BW,12/18/2023,9,15,26.39,0
Mahalapye,BW,12/18/2023,9,30,26.13,0
Mahalapye,BW,12/18/2023,9,45,26.68,0
Mahalapye,BW,12/18/2023,10,0,27.49,0
Mahalapye,BW,12/18/2023,10,15,27.85,0
Mahalapye,BW,12/18/2023,10,30,27.73,0
Mahalapye,BW,12/18/2023,10,45,28.47,0
Mahalapye,BW,12/18/2023,11,0,29.5,0
Mahalapye,BW,12/18/2023,11,15,29.56,0
Mahalapye,BW,12/18/2023,11,30,30.25,0
Mahalapye,BW,12/18/2023,11,45,30.22,0
Mahalapye,BW,12/18/2023,12,0,30.52,0
Mahalapye,BW,12/18/2023,12,15,30.91,0
Mahalapye,BW,12/18/2023,12,30,31.43,0
Mahalapye,BW,12/18/2023,12,45,31.43,0
Mahalapye,BW,12/18/2023,13,0,31.76,0
Mahalapye,BW,12/18/2023,13,15,31.79,0
Mahalapye,BW,12/18/2023,13,30,32.13,0
Mahalapye,BW,12/18/2023,13,45,32.57,0
Mahalapye,BW,12/18/2023,14,0,32.69,0
Mahalapye,BW,12/18/2023,14,15,32.83,0
Mahalapye,BW,12/18/2023,14,30,33.09,0
Mahalapye,BW,12/18/2023,14,45,33.04,0
Mahalapye,BW,12/18/2023,15,0,33.59,0
Mahalapye,BW,12/18/2023,15,15,33.2,0
Mahalapye,BW,12/18/2023,15,30,33.51,0
Mahalapye,BW,12/18/2023,15,45,33.74,0
Mahalapye,BW,12/18/2023,16,0,33.69,0
Mahalapye,BW,12/18/2023,16,15,33.75,0
Mahalapye,BW,12/18/2023,16,30,33.5,0
Mahalapye,BW,12/18/2023,16,45,33.48,0
Mahalapye,BW,12/18/2023,17,0,33.18,0
Mahalapye,BW,12/18/2023,17,15,33.3,0
Mahalapye,BW,12/18/2023,17,30,32.83,0
Mahalapye,BW,12/18/2023,17,45,32.73,0
Mahalapye,BW,12/18/2023,18,0,32.52,0
Mahalapye,BW,12/18/2023,18,15,32,0
Mahalapye,BW,12/18/2023,18,30,31.67,0
Mahalapye,BW,12/18/2023,18,45,31.21,0
Mahalapye,BW,12/18/2023,19,0,30.87,0
Mahalapye,BW,12/18/2023,19,15,30.49,0
Mahalapye,BW,12/18/2023,19,30,30.17,0
Mahalapye,BW,12/18/2023,19,45,29.92,0
Mahalapye,BW,12/18/2023,20,0,29.68,0
Mahalapye,BW,12/18/2023,20,15,29.37,0
Mahalapye,BW,12/18/2023,20,30,28.99,0
Mahalapye,BW,12/18/2023,20,45,28.68,0
Mahalapye,BW,12/18/2023,21,0,28.51,0
Mahalapye,BW,12/18/2023,21,15,28.21,0
Mahalapye,BW,12/18/2023,21,30,27.82,0
Mahalapye,BW,12/18/2023,21,45,27.48,0
Mahalapye,BW,12/18/2023,22,0,27.55,0
Mahalapye,BW,12/18/2023,22,15,27.58,0
Mahalapye,BW,12/18/2023,22,30,27.61,0
Mahalapye,BW,12/18/2023,22,45,27.5,0
Mahalapye,BW,12/18/2023,23,0,27.31,0
Mahalapye,BW,12/18/2023,23,15,27.06,0
Mahalapye,BW,12/18/2023,23,30,26.89,0
Mahalapye,BW,12/18/2023,23,45,26.77,0
Mahalapye,BW,12/18/2023,24,0,26.61,0
Mahalapye,BW,12/19/2023,0,15,26.38,0
Mahalapye,BW,12/19/2023,0,30,26.16,0
Mahalapye,BW,12/19/2023,0,45,25.83,0
Mahalapye,BW,12/19/2023,1,0,25.4,0
Mahalapye,BW,12/19/2023,1,15,25.23,0
Mahalapye,BW,12/19/2023,1,30,25.09,0
Mahalapye,BW,12/19/2023,1,45,24.95,0
Mahalapye,BW,12/19/2023,2,0,24.71,0
Mahalapye,BW,12/19/2023,2,15,24.51,0
Mahalapye,BW,12/19/2023,2,30,24.38,0
Mahalapye,BW,12/19/2023,2,45,24.31,0
Mahalapye,BW,12/19/2023,3,0,24.09,0
Mahalapye,BW,12/19/2023,3,15,24.01,0
Mahalapye,BW,12/19/2023,3,30,24.25,0
Mahalapye,BW,12/19/2023,3,45,24.78,0
Mahalapye,BW,12/19/2023,4,0,24.87,0
Mahalapye,BW,12/19/2023,4,15,24.83,0
Mahalapye,BW,12/19/2023,4,30,24.64,0
Mahalapye,BW,12/19/2023,4,45,24.51,0
Mahalapye,BW,12/19/2023,5,0,24.4,0
Mahalapye,BW,12/19/2023,5,15,24.24,0
Mahalapye,BW,12/19/2023,5,30,24.21,0
Mahalapye,BW,12/19/2023,5,45,24.34,0
Mahalapye,BW,12/19/2023,6,0,24.41,0
Mahalapye,BW,12/19/2023,6,15,24.38,0
Mahalapye,BW,12/19/2023,6,30,24.34,0
Mahalapye,BW,12/19/2023,6,45,24.38,0
Mahalapye,BW,12/19/2023,7,0,24.51,0
Mahalapye,BW,12/19/2023,7,15,24.68,0
Mahalapye,BW,12/19/2023,7,30,24.94,0
Mahalapye,BW,12/19/2023,7,45,25.37,0
Mahalapye,BW,12/19/2023,8,0,25.81,0
Mahalapye,BW,12/19/2023,8,15,26.56,0
Mahalapye,BW,12/19/2023,8,30,27.23,0
Mahalapye,BW,12/19/2023,8,45,28.47,0
Mahalapye,BW,12/19/2023,9,0,28.44,0
Mahalapye,BW,12/19/2023,9,15,28.76,0
Mahalapye,BW,12/19/2023,9,30,29.02,0
Mahalapye,BW,12/19/2023,9,45,29.36,0
Mahalapye,BW,12/19/2023,10,0,29.35,0
Mahalapye,BW,12/19/2023,10,15,29.58,0
Mahalapye,BW,12/19/2023,10,30,29.63,0
Mahalapye,BW,12/19/2023,10,45,30.34,0
Mahalapye,BW,12/19/2023,11,0,30.75,0
Mahalapye,BW,12/19/2023,11,15,30.82,0
Mahalapye,BW,12/19/2023,11,30,30.89,0
Mahalapye,BW,12/19/2023,11,45,30.9,0
Mahalapye,BW,12/19/2023,12,0,30.9,0
Mahalapye,BW,12/19/2023,12,15,31.5,0
Mahalapye,BW,12/19/2023,12,30,31.5,0
Mahalapye,BW,12/19/2023,12,45,32.32,0
Mahalapye,BW,12/19/2023,13,0,32.35,0
Mahalapye,BW,12/19/2023,13,15,33.11,0
Mahalapye,BW,12/19/2023,13,30,32.99,0
Mahalapye,BW,12/19/2023,13,45,33.79,0
Mahalapye,BW,12/19/2023,14,0,33.43,0
Mahalapye,BW,12/19/2023,14,15,33.67,0
Mahalapye,BW,12/19/2023,14,30,33.64,0
Mahalapye,BW,12/19/2023,14,45,34.1,0
Mahalapye,BW,12/19/2023,15,0,34.4,0
Mahalapye,BW,12/19/2023,15,15,34.68,0
Mahalapye,BW,12/19/2023,15,30,34.37,0
Mahalapye,BW,12/19/2023,15,45,34.24,0
Mahalapye,BW,12/19/2023,16,0,34.43,0
Mahalapye,BW,12/19/2023,16,15,34.46,0
Mahalapye,BW,12/19/2023,16,30,33.95,0
Mahalapye,BW,12/19/2023,16,45,34,0
Mahalapye,BW,12/19/2023,17,0,33.55,0
Mahalapye,BW,12/19/2023,17,15,31.85,0
Mahalapye,BW,12/19/2023,17,30,31.65,0
Mahalapye,BW,12/19/2023,17,45,31,0
Mahalapye,BW,12/19/2023,18,0,30.53,0
Mahalapye,BW,12/19/2023,18,15,30.39,0
Mahalapye,BW,12/19/2023,18,30,30.19,0
Mahalapye,BW,12/19/2023,18,45,29.84,0
Mahalapye,BW,12/19/2023,19,0,29.92,0
Mahalapye,BW,12/19/2023,19,15,29.9,0
Mahalapye,BW,12/19/2023,19,30,29.81,0
Mahalapye,BW,12/19/2023,19,45,29.81,0
Mahalapye,BW,12/19/2023,20,0,29.99,0
Mahalapye,BW,12/19/2023,20,15,29.65,0
Mahalapye,BW,12/19/2023,20,30,28.38,0
Mahalapye,BW,12/19/2023,20,45,27.22,0
Mahalapye,BW,12/19/2023,21,0,25.84,0
Mahalapye,BW,12/19/2023,21,15,25.16,0
Mahalapye,BW,12/19/2023,21,30,24.91,0
Mahalapye,BW,12/19/2023,21,45,24.61,0
Mahalapye,BW,12/19/2023,22,0,24.56,0
Mahalapye,BW,12/19/2023,22,15,24.63,0
Mahalapye,BW,12/19/2023,22,30,25.04,0
Mahalapye,BW,12/19/2023,22,45,24.82,0
Mahalapye,BW,12/19/2023,23,0,24.65,0
Mahalapye,BW,12/19/2023,23,15,24.63,0
Mahalapye,BW,12/19/2023,23,30,24.57,0
Mahalapye,BW,12/19/2023,23,45,24.88,0
Mahalapye,BW,12/19/2023,24,0,25.25,0
Mahalapye,BW,12/20/2023,0,15,25.18,0
Mahalapye,BW,12/20/2023,0,30,25.02,0
Mahalapye,BW,12/20/2023,0,45,24.89,0
Mahalapye,BW,12/20/2023,1,0,24.81,0
Mahalapye,BW,12/20/2023,1,15,24.76,0
Mahalapye,BW,12/20/2023,1,30,24.58,0
Mahalapye,BW,12/20/2023,1,45,24.44,0
Mahalapye,BW,12/20/2023,2,0,24.42,0
Mahalapye,BW,12/20/2023,2,15,24.5,0
Mahalapye,BW,12/20/2023,2,30,24.48,0
Mahalapye,BW,12/20/2023,2,45,24.36,0
Mahalapye,BW,12/20/2023,3,0,24.18,0
Mahalapye,BW,12/20/2023,3,15,24.04,0
Mahalapye,BW,12/20/2023,3,30,23.88,0
Mahalapye,BW,12/20/2023,3,45,23.78,0
Mahalapye,BW,12/20/2023,4,0,23.67,0
Mahalapye,BW,12/20/2023,4,15,23.59,0
Mahalapye,BW,12/20/2023,4,30,23.57,0
Mahalapye,BW,12/20/2023,4,45,23.53,0
Mahalapye,BW,12/20/2023,5,0,23.45,0
Mahalapye,BW,12/20/2023,5,15,23.35,0
Mahalapye,BW,12/20/2023,5,30,23.27,0
Mahalapye,BW,12/20/2023,5,45,23.3,0
Mahalapye,BW,12/20/2023,6,0,23.34,0
Mahalapye,BW,12/20/2023,6,15,23.45,0
Mahalapye,BW,12/20/2023,6,30,23.64,0
Mahalapye,BW,12/20/2023,6,45,23.73,0
Mahalapye,BW,12/20/2023,7,0,23.99,0
Mahalapye,BW,12/20/2023,7,15,24.05,0
Mahalapye,BW,12/20/2023,7,30,24.24,0
Mahalapye,BW,12/20/2023,7,45,24.21,0
Mahalapye,BW,12/20/2023,8,0,23.99,0
Mahalapye,BW,12/20/2023,8,15,24.46,0
Mahalapye,BW,12/20/2023,8,30,24.42,0
Mahalapye,BW,12/20/2023,8,45,24.47,0
Mahalapye,BW,12/20/2023,9,0,24.54,0
Mahalapye,BW,12/20/2023,9,15,25.16,0
