Station Name,Iso Code,Date,Hour,Minute,Air Temperature (°C),Rain (mm)
Copperbelt University,ZM,12/13/2023,2,15,23,0
Copperbelt University,ZM,12/13/2023,2,30,23,0
Copperbelt University,ZM,12/13/2023,2,45,22.6,0
Copperbelt University,ZM,12/13/2023,3,0,22.9,0
Copperbelt University,ZM,12/13/2023,3,15,22.8,0
Copperbelt University,ZM,12/13/2023,3,30,22.4,0
Copperbelt University,ZM,12/13/2023,3,45,22.3,0
Copperbelt University,ZM,12/13/2023,4,0,22.4,0
Copperbelt University,ZM,12/13/2023,4,15,22.5,0
Copperbelt University,ZM,12/13/2023,4,30,22.6,0
Copperbelt University,ZM,12/13/2023,4,45,22.3,0
Copperbelt University,ZM,12/13/2023,5,0,21.7,0
Copperbelt University,ZM,12/13/2023,5,15,22,0
Copperbelt University,ZM,12/13/2023,5,30,21.7,0
Copperbelt University,ZM,12/13/2023,5,45,21.9,0
Copperbelt University,ZM,12/13/2023,6,0,21.9,0
Copperbelt University,ZM,12/13/2023,6,15,22.1,0
Copperbelt University,ZM,12/13/2023,6,30,22.5,0
Copperbelt University,ZM,12/13/2023,6,45,22.9,0
Copperbelt University,ZM,12/13/2023,7,0,23.3,0
Copperbelt University,ZM,12/13/2023,7,15,24,0
Copperbelt University,ZM,12/13/2023,7,30,24.7,0
Copperbelt University,ZM,12/13/2023,7,45,25.9,0
Copperbelt University,ZM,12/13/2023,8,0,26.3,0
Copperbelt University,ZM,12/13/2023,8,15,27.5,0
Copperbelt University,ZM,12/13/2023,8,30,27.9,0
Copperbelt University,ZM,12/13/2023,8,45,28.6,0
Copperbelt University,ZM,12/13/2023,9,0,28.9,0
Copperbelt University,ZM,12/13/2023,9,15,29.3,0
Copperbelt University,ZM,12/13/2023,9,30,29.6,0
Copperbelt University,ZM,12/13/2023,9,45,29.9,0
Copperbelt University,ZM,12/13/2023,10,0,29.7,0
Copperbelt University,ZM,12/13/2023,10,15,30.9,0
Copperbelt University,ZM,12/13/2023,10,30,30.5,0
Copperbelt University,ZM,12/13/2023,10,45,30.9,0
Copperbelt University,ZM,12/13/2023,11,0,31.3,0
Copperbelt University,ZM,12/13/2023,11,15,30.4,0
Copperbelt University,ZM,12/13/2023,11,30,31.3,0
Copperbelt University,ZM,12/13/2023,11,45,31.9,0
Copperbelt University,ZM,12/13/2023,12,0,31.7,0
Copperbelt University,ZM,12/13/2023,12,15,31.3,0
Copperbelt University,ZM,12/13/2023,12,30,32.7,0
Copperbelt University,ZM,12/13/2023,12,45,30.2,0
Copperbelt University,ZM,12/13/2023,13,0,26,0
Copperbelt University,ZM,12/13/2023,13,15,25.9,0.2
Copperbelt University,ZM,12/13/2023,13,30,26.4,0
Copperbelt University,ZM,12/13/2023,13,45,26.5,0
Copperbelt University,ZM,12/13/2023,14,0,26.5,0
Copperbelt University,ZM,12/13/2023,14,15,26.3,0
Copperbelt University,ZM,12/13/2023,14,30,26.1,0
Copperbelt University,ZM,12/13/2023,14,45,25.7,0
Copperbelt University,ZM,12/13/2023,15,0,25.7,0
Copperbelt University,ZM,12/13/2023,15,15,25.4,0.2
Copperbelt University,ZM,12/13/2023,15,30,25.2,0
Copperbelt University,ZM,12/13/2023,15,45,25.1,0
Copperbelt University,ZM,12/13/2023,16,0,25,0.2
Copperbelt University,ZM,12/13/2023,16,15,24.8,0.2
Copperbelt University,ZM,12/13/2023,16,30,25.1,0
Copperbelt University,ZM,12/13/2023,16,45,25.3,0
Copperbelt University,ZM,12/13/2023,17,0,25.3,0
Copperbelt University,ZM,12/13/2023,17,15,25.3,0
Copperbelt University,ZM,12/13/2023,17,30,25.2,0
Copperbelt University,ZM,12/13/2023,17,45,25.2,0
Copperbelt University,ZM,12/13/2023,18,0,25.1,0
Copperbelt University,ZM,12/13/2023,18,15,24.9,0
Copperbelt University,ZM,12/13/2023,18,30,24.7,0
Copperbelt University,ZM,12/13/2023,18,45,24.4,0
Copperbelt University,ZM,12/13/2023,19,0,24.1,0
Copperbelt University,ZM,12/13/2023,19,15,24,0
Copperbelt University,ZM,12/13/2023,19,30,23.9,0
Copperbelt University,ZM,12/13/2023,19,45,23.9,0
Copperbelt University,ZM,12/13/2023,20,0,23.8,0
Copperbelt University,ZM,12/13/2023,20,15,23.7,0
Copperbelt University,ZM,12/13/2023,20,30,23.5,0
Copperbelt University,ZM,12/13/2023,20,45,23.7,0
Copperbelt University,ZM,12/13/2023,21,0,23.5,0
Copperbelt University,ZM,12/13/2023,21,15,23.3,0
Copperbelt University,ZM,12/13/2023,21,30,23.6,0
Copperbelt University,ZM,12/13/2023,21,45,23.9,0
Copperbelt University,ZM,12/13/2023,22,0,23.7,0
Copperbelt University,ZM,12/13/2023,22,15,23.6,0
Copperbelt University,ZM,12/13/2023,22,30,23.6,0
Copperbelt University,ZM,12/13/2023,22,45,23.5,0
Copperbelt University,ZM,12/13/2023,23,0,23.4,0
Copperbelt University,ZM,12/13/2023,23,15,23.4,0
Copperbelt University,ZM,12/13/2023,23,30,23.1,0
Copperbelt University,ZM,12/13/2023,23,45,23.2,0
Copperbelt University,ZM,12/13/2023,24,0,23.1,0
Copperbelt University,ZM,12/14/2023,0,15,23.3,0
Copperbelt University,ZM,12/14/2023,0,30,23,0
Copperbelt University,ZM,12/14/2023,0,45,23.1,0
Copperbelt University,ZM,12/14/2023,1,0,22.9,0
Copperbelt University,ZM,12/14/2023,1,15,22.9,0
Copperbelt University,ZM,12/14/2023,1,30,22.7,0
Copperbelt University,ZM,12/14/2023,1,45,22.9,0
Copperbelt University,ZM,12/14/2023,2,0,22.8,0
Copperbelt University,ZM,12/14/2023,2,15,22.8,0
Copperbelt University,ZM,12/14/2023,2,30,22.8,0
Copperbelt University,ZM,12/14/2023,2,45,22.8,0
Copperbelt University,ZM,12/14/2023,3,0,22.9,0
Copperbelt University,ZM,12/14/2023,3,15,22.9,0.4
Copperbelt University,ZM,12/14/2023,3,30,22.6,1
Copperbelt University,ZM,12/14/2023,3,45,22.4,1.4
Copperbelt University,ZM,12/14/2023,4,0,22.2,0.8
Copperbelt University,ZM,12/14/2023,4,15,22.4,0
Copperbelt University,ZM,12/14/2023,4,30,22.3,0
Copperbelt University,ZM,12/14/2023,4,45,22.4,0
Copperbelt University,ZM,12/14/2023,5,0,22.6,0.6
Copperbelt University,ZM,12/14/2023,5,15,22.4,1.2
Copperbelt University,ZM,12/14/2023,5,30,22.4,0.2
Copperbelt University,ZM,12/14/2023,5,45,22.6,0
Copperbelt University,ZM,12/14/2023,6,0,22.7,0
Copperbelt University,ZM,12/14/2023,6,15,22.7,0.2
Copperbelt University,ZM,12/14/2023,6,30,22.6,3.8
Copperbelt University,ZM,12/14/2023,6,45,22.4,0.6
Copperbelt University,ZM,12/14/2023,7,0,22.5,1.6
Copperbelt University,ZM,12/14/2023,7,15,22.2,0.8
Copperbelt University,ZM,12/14/2023,7,30,21.9,2.4
Copperbelt University,ZM,12/14/2023,7,45,21.8,6.4
Copperbelt University,ZM,12/14/2023,8,0,21.4,3.6
Copperbelt University,ZM,12/14/2023,8,15,21.6,0.8
Copperbelt University,ZM,12/14/2023,8,30,21.5,1.2
Copperbelt University,ZM,12/14/2023,8,45,21.9,1.6
Copperbelt University,ZM,12/14/2023,9,0,21.8,3.8
Copperbelt University,ZM,12/14/2023,9,15,21.8,1.4
Copperbelt University,ZM,12/14/2023,9,30,21.5,1
Copperbelt University,ZM,12/14/2023,9,45,21.7,1
Copperbelt University,ZM,12/14/2023,10,0,21.6,0.6
Copperbelt University,ZM,12/14/2023,10,15,22,0.8
Copperbelt University,ZM,12/14/2023,10,30,22.4,0.4
Copperbelt University,ZM,12/14/2023,10,45,22.7,0.2
Copperbelt University,ZM,12/14/2023,11,0,22.9,0.2
Copperbelt University,ZM,12/14/2023,11,15,23,0.2
Copperbelt University,ZM,12/14/2023,11,30,23.6,0.2
Copperbelt University,ZM,12/14/2023,11,45,23.5,0
Copperbelt University,ZM,12/14/2023,12,0,24.3,0
Copperbelt University,ZM,12/14/2023,12,15,25.3,0
Copperbelt University,ZM,12/14/2023,12,30,25.1,0
Copperbelt University,ZM,12/14/2023,12,45,25.3,0
Copperbelt University,ZM,12/14/2023,13,0,26.6,0
Copperbelt University,ZM,12/14/2023,13,15,27.7,0
Copperbelt University,ZM,12/14/2023,13,30,28,0
Copperbelt University,ZM,12/14/2023,13,45,28.8,0
Copperbelt University,ZM,12/14/2023,14,0,28.5,0
Copperbelt University,ZM,12/14/2023,14,15,29,0
Copperbelt University,ZM,12/14/2023,14,30,29.3,0
Copperbelt University,ZM,12/14/2023,14,45,29.5,0
Copperbelt University,ZM,12/14/2023,15,0,29.4,0
Copperbelt University,ZM,12/14/2023,15,15,30,0
Copperbelt University,ZM,12/14/2023,15,30,29.9,0
Copperbelt University,ZM,12/14/2023,15,45,30.3,0
Copperbelt University,ZM,12/14/2023,16,0,30,0
Copperbelt University,ZM,12/14/2023,16,15,31,0
Copperbelt University,ZM,12/14/2023,16,30,30.3,0
Copperbelt University,ZM,12/14/2023,16,45,30.8,0
Copperbelt University,ZM,12/14/2023,17,0,31,0
Copperbelt University,ZM,12/14/2023,17,15,30.5,0
Copperbelt University,ZM,12/14/2023,17,30,30,0
Copperbelt University,ZM,12/14/2023,17,45,29.4,0
Copperbelt University,ZM,12/14/2023,18,0,28.9,0
Copperbelt University,ZM,12/14/2023,18,15,28.1,0
Copperbelt University,ZM,12/14/2023,18,30,27.3,0
Copperbelt University,ZM,12/14/2023,18,45,26.6,0
Copperbelt University,ZM,12/14/2023,19,0,26.1,0
Copperbelt University,ZM,12/14/2023,19,15,25.8,0
Copperbelt University,ZM,12/14/2023,19,30,25.3,0
Copperbelt University,ZM,12/14/2023,19,45,25.2,0
Copperbelt University,ZM,12/14/2023,20,0,24.7,0
Copperbelt University,ZM,12/14/2023,20,15,24.3,0
Copperbelt University,ZM,12/14/2023,20,30,24.2,0
Copperbelt University,ZM,12/14/2023,20,45,23.5,0
Copperbelt University,ZM,12/14/2023,21,0,23.2,0
Copperbelt University,ZM,12/14/2023,21,15,23.1,0
Copperbelt University,ZM,12/14/2023,21,30,23,0
Copperbelt University,ZM,12/14/2023,21,45,22.7,0
Copperbelt University,ZM,12/14/2023,22,0,22.9,0
Copperbelt University,ZM,12/14/2023,22,15,22.9,0
Copperbelt University,ZM,12/14/2023,22,30,22.8,0
Copperbelt University,ZM,12/14/2023,22,45,22.7,0
Copperbelt University,ZM,12/14/2023,23,0,22.6,0
Copperbelt University,ZM,12/14/2023,23,15,22.8,0
Copperbelt University,ZM,12/14/2023,23,30,22.7,0
Copperbelt University,ZM,12/14/2023,23,45,22.7,0
Copperbelt University,ZM,12/14/2023,24,0,22.7,0
Copperbelt University,ZM,12/15/2023,0,15,22.6,0
Copperbelt University,ZM,12/15/2023,0,30,22.3,0
Copperbelt University,ZM,12/15/2023,0,45,22.4,0
Copperbelt University,ZM,12/15/2023,1,0,22.5,0
Copperbelt University,ZM,12/15/2023,1,15,22.4,0
Copperbelt University,ZM,12/15/2023,1,30,22.2,0
Copperbelt University,ZM,12/15/2023,1,45,22,0
Copperbelt University,ZM,12/15/2023,2,0,21.9,0
Copperbelt University,ZM,12/15/2023,2,15,21.7,0
Copperbelt University,ZM,12/15/2023,2,30,21.6,0
Copperbelt University,ZM,12/15/2023,2,45,21.3,0
Copperbelt University,ZM,12/15/2023,3,0,21,0
Copperbelt University,ZM,12/15/2023,3,15,21.2,0
Copperbelt University,ZM,12/15/2023,3,30,21.4,0
Copperbelt University,ZM,12/15/2023,3,45,21.1,0
Copperbelt University,ZM,12/15/2023,4,0,21.1,0
Copperbelt University,ZM,12/15/2023,4,15,21,0
Copperbelt University,ZM,12/15/2023,4,30,21.2,0
Copperbelt University,ZM,12/15/2023,4,45,21,0
Copperbelt University,ZM,12/15/2023,5,0,20.7,0
Copperbelt University,ZM,12/15/2023,5,15,20.6,0
Copperbelt University,ZM,12/15/2023,5,30,20.9,0
Copperbelt University,ZM,12/15/2023,5,45,20.7,0
Copperbelt University,ZM,12/15/2023,6,0,20.8,0
Copperbelt University,ZM,12/15/2023,6,15,21.3,0
Copperbelt University,ZM,12/15/2023,6,30,21.7,0
Copperbelt University,ZM,12/15/2023,6,45,22.3,0
Copperbelt University,ZM,12/15/2023,7,0,22.9,0
Copperbelt University,ZM,12/15/2023,7,15,23.8,0
Copperbelt University,ZM,12/15/2023,7,30,24.8,0
Copperbelt University,ZM,12/15/2023,7,45,26.3,0
Copperbelt University,ZM,12/15/2023,8,0,26.9,0
Copperbelt University,ZM,12/15/2023,8,15,27.2,0
Copperbelt University,ZM,12/15/2023,8,30,28.2,0
Copperbelt University,ZM,12/15/2023,8,45,29.3,0
Copperbelt University,ZM,12/15/2023,9,0,29.6,0
Copperbelt University,ZM,12/15/2023,9,15,30.2,0
Copperbelt University,ZM,12/15/2023,9,30,30.6,0
Copperbelt University,ZM,12/15/2023,9,45,30.8,0
Copperbelt University,ZM,12/15/2023,10,0,31.2,0
Copperbelt University,ZM,12/15/2023,10,15,31.5,0
Copperbelt University,ZM,12/15/2023,10,30,31.7,0
Copperbelt University,ZM,12/15/2023,10,45,31.8,0
Copperbelt University,ZM,12/15/2023,11,0,32.2,0
Copperbelt University,ZM,12/15/2023,11,15,32.8,0
Copperbelt University,ZM,12/15/2023,11,30,32.5,0
Copperbelt University,ZM,12/15/2023,11,45,32.3,0
Copperbelt University,ZM,12/15/2023,12,0,32.9,0
Copperbelt University,ZM,12/15/2023,12,15,33,0
Copperbelt University,ZM,12/15/2023,12,30,32.8,0
Copperbelt University,ZM,12/15/2023,12,45,33.5,0
Copperbelt University,ZM,12/15/2023,13,0,33.2,0
Copperbelt University,ZM,12/15/2023,13,15,33.7,0
Copperbelt University,ZM,12/15/2023,13,30,34.4,0
Copperbelt University,ZM,12/15/2023,13,45,34.2,0
Copperbelt University,ZM,12/15/2023,14,0,33.9,0
Copperbelt University,ZM,12/15/2023,14,15,34.3,0
Copperbelt University,ZM,12/15/2023,14,30,34.6,0
Copperbelt University,ZM,12/15/2023,14,45,34.2,0
Copperbelt University,ZM,12/15/2023,15,0,34.4,0
Copperbelt University,ZM,12/15/2023,15,15,34.2,0
Copperbelt University,ZM,12/15/2023,15,30,33.6,0
Copperbelt University,ZM,12/15/2023,15,45,34.4,0
Copperbelt University,ZM,12/15/2023,16,0,34.5,0
Copperbelt University,ZM,12/15/2023,16,15,34.3,0
Copperbelt University,ZM,12/15/2023,16,30,34.7,0
Copperbelt University,ZM,12/15/2023,16,45,34.7,0
Copperbelt University,ZM,12/15/2023,17,0,33.7,0
Copperbelt University,ZM,12/15/2023,17,15,32.3,0
Copperbelt University,ZM,12/15/2023,17,30,31.6,0
Copperbelt University,ZM,12/15/2023,17,45,31.5,0
Copperbelt University,ZM,12/15/2023,18,0,30.8,0
Copperbelt University,ZM,12/15/2023,18,15,30.1,0
Copperbelt University,ZM,12/15/2023,18,30,29.5,0
Copperbelt University,ZM,12/15/2023,18,45,29.1,0
Copperbelt University,ZM,12/15/2023,19,0,28.3,0
Copperbelt University,ZM,12/15/2023,19,15,28.1,0
Copperbelt University,ZM,12/15/2023,19,30,28,0
Copperbelt University,ZM,12/15/2023,19,45,28,0
Copperbelt University,ZM,12/15/2023,20,0,27.5,0
Copperbelt University,ZM,12/15/2023,20,15,27.7,0
Copperbelt University,ZM,12/15/2023,20,30,27.7,0
Copperbelt University,ZM,12/15/2023,20,45,27.7,0
Copperbelt University,ZM,12/15/2023,21,0,26.9,0
Copperbelt University,ZM,12/15/2023,21,15,26.2,0
Copperbelt University,ZM,12/15/2023,21,30,26.1,0
Copperbelt University,ZM,12/15/2023,21,45,25.7,0
Copperbelt University,ZM,12/15/2023,22,0,25.3,0
Copperbelt University,ZM,12/15/2023,22,15,25.3,0
Copperbelt University,ZM,12/15/2023,22,30,25.1,0
Copperbelt University,ZM,12/15/2023,22,45,25,0
Copperbelt University,ZM,12/15/2023,23,0,24.9,0
Copperbelt University,ZM,12/15/2023,23,15,24.8,0
Copperbelt University,ZM,12/15/2023,23,30,24.8,0
Copperbelt University,ZM,12/15/2023,23,45,25,0
Copperbelt University,ZM,12/15/2023,24,0,24.7,0
Copperbelt University,ZM,12/16/2023,0,15,24.3,0
Copperbelt University,ZM,12/16/2023,0,30,24.3,0
Copperbelt University,ZM,12/16/2023,0,45,24.3,0
Copperbelt University,ZM,12/16/2023,1,0,24.2,0
Copperbelt University,ZM,12/16/2023,1,15,24.1,0
Copperbelt University,ZM,12/16/2023,1,30,24.1,0
Copperbelt University,ZM,12/16/2023,1,45,23.9,0
Copperbelt University,ZM,12/16/2023,2,0,23.9,0
Copperbelt University,ZM,12/16/2023,2,15,23.8,0
Copperbelt University,ZM,12/16/2023,2,30,23.7,0
Copperbelt University,ZM,12/16/2023,2,45,23.8,0
Copperbelt University,ZM,12/16/2023,3,0,23.3,0
Copperbelt University,ZM,12/16/2023,3,15,22.8,0
Copperbelt University,ZM,12/16/2023,3,30,22.9,0
Copperbelt University,ZM,12/16/2023,3,45,22.9,0
Copperbelt University,ZM,12/16/2023,4,0,23,0
Copperbelt University,ZM,12/16/2023,4,15,22.9,0
Copperbelt University,ZM,12/16/2023,4,30,22.7,0
Copperbelt University,ZM,12/16/2023,4,45,22.7,0
Copperbelt University,ZM,12/16/2023,5,0,22.6,0
Copperbelt University,ZM,12/16/2023,5,15,22.8,0
Copperbelt University,ZM,12/16/2023,5,30,22.8,0
Copperbelt University,ZM,12/16/2023,5,45,22.6,0
Copperbelt University,ZM,12/16/2023,6,0,22.8,0
Copperbelt University,ZM,12/16/2023,6,15,22.9,0
Copperbelt University,ZM,12/16/2023,6,30,22.9,0
Copperbelt University,ZM,12/16/2023,6,45,23.2,0
Copperbelt University,ZM,12/16/2023,7,0,24,0
Copperbelt University,ZM,12/16/2023,7,15,24.6,0
Copperbelt University,ZM,12/16/2023,7,30,25.6,0
Copperbelt University,ZM,12/16/2023,7,45,27.2,0
Copperbelt University,ZM,12/16/2023,8,0,28.4,0
Copperbelt University,ZM,12/16/2023,8,15,28.9,0
Copperbelt University,ZM,12/16/2023,8,30,29.6,0
Copperbelt University,ZM,12/16/2023,8,45,30.4,0
Copperbelt University,ZM,12/16/2023,9,0,30.7,0
Copperbelt University,ZM,12/16/2023,9,15,31.2,0
Copperbelt University,ZM,12/16/2023,9,30,31.4,0
Copperbelt University,ZM,12/16/2023,9,45,32,0
Copperbelt University,ZM,12/16/2023,10,0,32.2,0
Copperbelt University,ZM,12/16/2023,10,15,32.4,0
Copperbelt University,ZM,12/16/2023,10,30,32.6,0
Copperbelt University,ZM,12/16/2023,10,45,33.2,0
Copperbelt University,ZM,12/16/2023,11,0,32.4,0
Copperbelt University,ZM,12/16/2023,11,15,32.3,0
Copperbelt University,ZM,12/16/2023,11,30,33.4,0
Copperbelt University,ZM,12/16/2023,11,45,33.3,0
Copperbelt University,ZM,12/16/2023,12,0,33.2,0
Copperbelt University,ZM,12/16/2023,12,15,33.7,0
Copperbelt University,ZM,12/16/2023,12,30,33.4,0
Copperbelt University,ZM,12/16/2023,12,45,33.5,0
Copperbelt University,ZM,12/16/2023,13,0,33.6,0
Copperbelt University,ZM,12/16/2023,13,15,33.8,0
Copperbelt University,ZM,12/16/2023,13,30,33.7,0
Copperbelt University,ZM,12/16/2023,13,45,34.3,0
Copperbelt University,ZM,12/16/2023,14,0,34.5,0
Copperbelt University,ZM,12/16/2023,14,15,34.7,0
Copperbelt University,ZM,12/16/2023,14,30,34.8,0
Copperbelt University,ZM,12/16/2023,14,45,34.8,0
Copperbelt University,ZM,12/16/2023,15,0,34.8,0
Copperbelt University,ZM,12/16/2023,15,15,34.8,0
Copperbelt University,ZM,12/16/2023,15,30,34.7,0
Copperbelt University,ZM,12/16/2023,15,45,34.9,0
Copperbelt University,ZM,12/16/2023,16,0,34.6,0
Copperbelt University,ZM,12/16/2023,16,15,34.8,0
Copperbelt University,ZM,12/16/2023,16,30,33.8,0
Copperbelt University,ZM,12/16/2023,16,45,34.2,0
Copperbelt University,ZM,12/16/2023,17,0,34.5,0
Copperbelt University,ZM,12/16/2023,17,15,34.5,0
Copperbelt University,ZM,12/16/2023,17,30,34,0
Copperbelt University,ZM,12/16/2023,17,45,33.4,0
Copperbelt University,ZM,12/16/2023,18,0,33.2,0
Copperbelt University,ZM,12/16/2023,18,15,32.8,0
Copperbelt University,ZM,12/16/2023,18,30,31.9,0
Copperbelt University,ZM,12/16/2023,18,45,31.1,0
Copperbelt University,ZM,12/16/2023,19,0,30.4,0
Copperbelt University,ZM,12/16/2023,19,15,29.8,0
Copperbelt University,ZM,12/16/2023,19,30,29.5,0
Copperbelt University,ZM,12/16/2023,19,45,30.1,0
Copperbelt University,ZM,12/16/2023,20,0,30,0
Copperbelt University,ZM,12/16/2023,20,15,29.6,0
Copperbelt University,ZM,12/16/2023,20,30,29.3,0
Copperbelt University,ZM,12/16/2023,20,45,28.7,0
Copperbelt University,ZM,12/16/2023,21,0,27.5,0
Copperbelt University,ZM,12/16/2023,21,15,26.7,0
Copperbelt University,ZM,12/16/2023,21,30,26.2,0
Copperbelt University,ZM,12/16/2023,21,45,25.7,0
Copperbelt University,ZM,12/16/2023,22,0,25.6,0
Copperbelt University,ZM,12/16/2023,22,15,25.4,0
Copperbelt University,ZM,12/16/2023,22,30,25.2,0
Copperbelt University,ZM,12/16/2023,22,45,24.9,0
Copperbelt University,ZM,12/16/2023,23,0,24.8,0
Copperbelt University,ZM,12/16/2023,23,15,24.4,0
Copperbelt University,ZM,12/16/2023,23,30,24,0
Copperbelt University,ZM,12/16/2023,23,45,23.6,0
Copperbelt University,ZM,12/16/2023,24,0,23.5,0
Copperbelt University,ZM,12/17/2023,0,15,23.5,0
Copperbelt University,ZM,12/17/2023,0,30,23.3,0
Copperbelt University,ZM,12/17/2023,0,45,23.2,0
Copperbelt University,ZM,12/17/2023,1,0,23.4,0
Copperbelt University,ZM,12/17/2023,1,15,23.6,0
Copperbelt University,ZM,12/17/2023,1,30,23.4,0
Copperbelt University,ZM,12/17/2023,1,45,23.4,0
Copperbelt University,ZM,12/17/2023,2,0,23.4,0
Copperbelt University,ZM,12/17/2023,2,15,23.3,0
Copperbelt University,ZM,12/17/2023,2,30,23.2,0
Copperbelt University,ZM,12/17/2023,2,45,23.1,0
Copperbelt University,ZM,12/17/2023,3,0,23.2,0
Copperbelt University,ZM,12/17/2023,3,15,23,0
Copperbelt University,ZM,12/17/2023,3,30,23.2,0
Copperbelt University,ZM,12/17/2023,3,45,23.1,0
Copperbelt University,ZM,12/17/2023,4,0,23.1,0
Copperbelt University,ZM,12/17/2023,4,15,23,0
Copperbelt University,ZM,12/17/2023,4,30,23.2,0
Copperbelt University,ZM,12/17/2023,4,45,23.1,0
Copperbelt University,ZM,12/17/2023,5,0,23.1,0
Copperbelt University,ZM,12/17/2023,5,15,23.1,0
Copperbelt University,ZM,12/17/2023,5,30,23.2,0
Copperbelt University,ZM,12/17/2023,5,45,23.4,0
Copperbelt University,ZM,12/17/2023,6,0,23.5,0
Copperbelt University,ZM,12/17/2023,6,15,23.4,0
Copperbelt University,ZM,12/17/2023,6,30,23.6,0
Copperbelt University,ZM,12/17/2023,6,45,24.1,0
Copperbelt University,ZM,12/17/2023,7,0,24.6,0
Copperbelt University,ZM,12/17/2023,7,15,25,0
Copperbelt University,ZM,12/17/2023,7,30,26,0
Copperbelt University,ZM,12/17/2023,7,45,26.9,0
Copperbelt University,ZM,12/17/2023,8,0,27.7,0
Copperbelt University,ZM,12/17/2023,8,15,28.3,0
Copperbelt University,ZM,12/17/2023,8,30,28.7,0
Copperbelt University,ZM,12/17/2023,8,45,29.4,0
Copperbelt University,ZM,12/17/2023,9,0,30.3,0
Copperbelt University,ZM,12/17/2023,9,15,30.9,0
Copperbelt University,ZM,12/17/2023,9,30,31,0
Copperbelt University,ZM,12/17/2023,9,45,31.8,0
Copperbelt University,ZM,12/17/2023,10,0,31.9,0
Copperbelt University,ZM,12/17/2023,10,15,32.3,0
Copperbelt University,ZM,12/17/2023,10,30,32.1,0
Copperbelt University,ZM,12/17/2023,10,45,32.2,0
Copperbelt University,ZM,12/17/2023,11,0,31.7,0
Copperbelt University,ZM,12/17/2023,11,15,32.2,0
Copperbelt University,ZM,12/17/2023,11,30,32.9,0
Copperbelt University,ZM,12/17/2023,11,45,32.9,0
Copperbelt University,ZM,12/17/2023,12,0,32.6,0
Copperbelt University,ZM,12/17/2023,12,15,33,0
Copperbelt University,ZM,12/17/2023,12,30,33.4,0
Copperbelt University,ZM,12/17/2023,12,45,34.2,0
Copperbelt University,ZM,12/17/2023,13,0,33.4,0
Copperbelt University,ZM,12/17/2023,13,15,34.1,0
Copperbelt University,ZM,12/17/2023,13,30,33.9,0
Copperbelt University,ZM,12/17/2023,13,45,34.6,0
Copperbelt University,ZM,12/17/2023,14,0,34.6,0
Copperbelt University,ZM,12/17/2023,14,15,34.9,0
Copperbelt University,ZM,12/17/2023,14,30,35.3,0
Copperbelt University,ZM,12/17/2023,14,45,34.9,0
Copperbelt University,ZM,12/17/2023,15,0,35.4,0
Copperbelt University,ZM,12/17/2023,15,15,35.7,0
Copperbelt University,ZM,12/17/2023,15,30,35.4,0
Copperbelt University,ZM,12/17/2023,15,45,35.1,0
Copperbelt University,ZM,12/17/2023,16,0,35,0
Copperbelt University,ZM,12/17/2023,16,15,35.1,0
Copperbelt University,ZM,12/17/2023,16,30,34.2,0
Copperbelt University,ZM,12/17/2023,16,45,34.5,0
Copperbelt University,ZM,12/17/2023,17,0,34.6,0
Copperbelt University,ZM,12/17/2023,17,15,34.7,0
Copperbelt University,ZM,12/17/2023,17,30,33.5,0
Copperbelt University,ZM,12/17/2023,17,45,33.5,0
Copperbelt University,ZM,12/17/2023,18,0,32.7,0
Copperbelt University,ZM,12/17/2023,18,15,32.2,0
Copperbelt University,ZM,12/17/2023,18,30,31.5,0
Copperbelt University,ZM,12/17/2023,18,45,31,0
Copperbelt University,ZM,12/17/2023,19,0,30.4,0
Copperbelt University,ZM,12/17/2023,19,15,30.4,0
Copperbelt University,ZM,12/17/2023,19,30,29.5,0
Copperbelt University,ZM,12/17/2023,19,45,29.1,0
Copperbelt University,ZM,12/17/2023,20,0,28.8,0
Copperbelt University,ZM,12/17/2023,20,15,28.3,0
Copperbelt University,ZM,12/17/2023,20,30,27.9,0
Copperbelt University,ZM,12/17/2023,20,45,28.1,0
Copperbelt University,ZM,12/17/2023,21,0,28,0
Copperbelt University,ZM,12/17/2023,21,15,27.6,0
Copperbelt University,ZM,12/17/2023,21,30,27.1,0
Copperbelt University,ZM,12/17/2023,21,45,27.2,0
Copperbelt University,ZM,12/17/2023,22,0,26.6,0
Copperbelt University,ZM,12/17/2023,22,15,26.4,0
Copperbelt University,ZM,12/17/2023,22,30,25.9,0
Copperbelt University,ZM,12/17/2023,22,45,25.9,0
Copperbelt University,ZM,12/17/2023,23,0,25.5,0
Copperbelt University,ZM,12/17/2023,23,15,25.7,0
Copperbelt University,ZM,12/17/2023,23,30,25.6,0
Copperbelt University,ZM,12/17/2023,23,45,25.5,0
Copperbelt University,ZM,12/17/2023,24,0,25.3,0
Copperbelt University,ZM,12/18/2023,0,15,25.1,0
Copperbelt University,ZM,12/18/2023,0,30,25.1,0
Copperbelt University,ZM,12/18/2023,0,45,24.9,0
Copperbelt University,ZM,12/18/2023,1,0,24.7,0
Copperbelt University,ZM,12/18/2023,1,15,24.7,0
Copperbelt University,ZM,12/18/2023,1,30,24.6,0
Copperbelt University,ZM,12/18/2023,1,45,23.9,0
Copperbelt University,ZM,12/18/2023,2,0,23.8,0
Copperbelt University,ZM,12/18/2023,2,15,23.8,0
Copperbelt University,ZM,12/18/2023,2,30,23.4,0
